inspectiondate,class
2005-09-28,C
2007-02-13,A
2008-03-26,B
2008-03-26,A
2008-03-26,C
2008-03-26,C
2009-04-16,C
2009-06-29,B
2009-06-29,B
2009-06-29,B
2009-06-29,B
2009-06-29,B
2009-06-29,B
2009-06-29,A
2009-06-29,A
2009-06-29,B
2009-06-29,A
2009-06-29,C
2009-06-29,C
2010-02-19,B
2010-02-19,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,C
2010-04-03,B
2010-04-03,B
2010-04-03,A
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,A
2010-04-03,B
2010-04-11,C
2010-04-11,A
2010-04-11,A
2010-04-11,C
2012-11-01,C
2012-11-01,C
2012-11-01,B
2012-11-01,B
2013-02-07,B
2013-02-07,B
2013-02-07,B
2017-05-16,A
2017-05-16,A
2017-05-09,A
2009-06-29,B
2017-08-10,C
2017-12-13,B
2017-12-13,B
2017-12-13,B
2017-08-03,C
2017-06-16,A
2018-01-29,B
2017-12-13,B
2017-05-09,C
2018-02-20,B
2018-02-20,A
2018-02-20,A
2018-02-20,A
2018-02-20,B
2018-01-10,C
2018-02-23,C
2018-02-23,C
2018-02-23,C
2018-02-23,C
2014-01-17,B
2014-01-17,B
2014-01-17,B
2014-01-17,B
2014-05-29,B
2014-05-29,B
2014-05-29,B
2014-05-29,B
2014-06-04,B
2014-06-04,B
2014-06-04,B
2014-06-22,B
2014-06-22,B
2014-08-12,C
2014-08-12,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,B
2014-08-31,A
2014-11-14,A
2014-11-14,B
2014-11-14,A
2014-11-14,C
2014-11-14,B
2014-11-14,C
2014-11-14,B
2014-11-14,C
2014-11-14,C
2014-11-14,C
2014-11-14,C
2014-11-14,A
2014-11-14,B
2014-11-14,A
2015-01-05,B
2015-01-05,C
2015-01-05,B
2015-01-05,B
2015-01-05,B
2015-01-05,B
2015-01-05,B
2015-01-05,A
2015-01-05,C
2015-01-05,B
2015-01-05,C
2015-01-05,C
2015-01-05,B
2015-01-05,C
2015-01-05,B
2015-01-05,B
2015-01-05,C
2015-01-05,B
2015-01-05,A
2015-01-05,B
2015-01-05,C
2018-02-23,A
2018-02-23,A
2018-02-23,A
2018-02-23,A
2015-02-15,B
2015-02-15,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,B
2015-04-10,A
2015-04-20,B
2015-04-20,B
2015-04-20,B
2015-04-20,B
2015-04-20,A
2015-04-20,C
2015-04-20,A
2015-04-20,B
2015-04-20,A
2015-04-20,C
2015-04-20,C
2015-04-27,B
2015-06-26,B
2015-06-26,B
2015-06-26,B
2015-06-26,B
2015-06-26,B
2015-06-26,B
2015-06-26,B
2015-06-26,A
2015-06-26,B
2015-08-03,B
2015-08-10,C
2015-08-10,C
2015-08-10,C
2015-08-10,C
2015-08-10,B
2015-08-10,C
2015-08-10,C
2015-08-20,C
2015-08-20,C
2015-08-20,C
2015-08-20,B
2015-08-20,B
2015-08-20,B
2015-08-20,C
2015-08-20,A
2015-08-20,B
2015-08-20,B
2015-08-20,B
2015-08-20,B
2015-08-20,B
2015-08-20,C
2015-08-20,A
2015-08-26,C
2015-08-26,C
2015-08-26,C
2015-08-26,C
2015-08-26,C
2015-08-26,C
2015-08-26,C
2015-08-26,C
2015-08-26,C
2015-08-27,A
2015-08-27,B
2015-08-27,B
2015-08-27,B
2015-08-27,B
2015-08-27,B
2015-08-27,B
2015-08-27,B
2015-08-27,B
2015-09-03,A
2015-09-03,A
2015-09-03,A
2015-09-08,A
2015-09-08,A
2015-09-08,B
2015-09-08,A
2015-09-08,C
2015-09-08,C
2015-10-01,I
2016-05-18,B
2016-05-18,B
2016-05-18,C
2016-05-18,A
2016-07-05,C
2016-07-05,C
2016-07-05,C
2016-09-30,B
2016-09-30,B
2017-12-12,A
2017-05-21,B
2017-05-21,B
2017-05-21,B
2018-03-28,B
2018-03-28,C
2018-03-28,C
2018-03-28,B
2018-03-28,B
2018-03-28,B
2017-06-14,C
2017-06-14,C
2017-06-16,C
2017-06-20,C
2017-06-27,C
2017-06-27,B
2017-06-27,B
2017-06-27,C
2017-06-27,B
2017-06-27,B
2017-06-27,B
2017-06-27,B
2017-06-27,A
2017-06-28,A
2017-07-09,C
2017-07-09,C
2017-07-09,A
2017-07-09,A
2017-07-09,A
2017-07-09,A
2017-07-16,A
2017-07-16,A
2017-07-16,C
2017-07-16,A
2017-06-20,A
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
1998-06-10,C
2018-02-21,C
2007-10-25,B
2008-02-06,C
2009-05-11,A
2009-05-11,A
2009-10-17,B
2009-10-17,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-06-05,C
2010-06-05,B
2010-06-05,A
2010-06-05,B
2010-06-05,A
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-08-02,B
2011-07-25,C
2011-07-25,B
2011-10-16,B
2011-10-16,B
2011-10-16,B
2012-02-04,B
2012-02-03,B
2012-02-03,B
2012-02-03,B
2012-08-15,B
2013-06-05,B
2014-01-17,B
2014-01-17,A
2014-01-17,B
2014-01-17,B
2014-05-29,C
2014-06-04,C
2014-06-04,C
2014-06-04,B
2014-06-04,B
2017-07-31,C
2017-07-31,A
2017-07-31,A
1998-06-10,B
2006-12-05,C
2006-12-05,C
2006-12-05,C
2009-05-11,A
2009-05-11,A
2009-09-27,B
2010-02-20,B
2010-02-20,B
2010-02-20,A
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-06-05,C
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-06-05,B
2010-08-02,B
2010-09-10,C
2012-08-15,B
2012-08-15,B
2012-08-15,B
2012-08-15,A
2012-08-15,A
2012-08-15,B
2012-08-15,A
2013-06-05,B
2013-07-10,B
2013-09-27,B
2015-04-10,B
2016-09-30,B
2017-06-14,B
2017-06-19,B
2017-06-19,B
2017-06-19,B
2017-06-19,B
2017-06-19,B
2017-06-19,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-16,C
2017-07-16,B
2017-07-16,C
2017-07-16,B
2017-07-31,B
2017-07-31,B
2010-02-20,B
2018-03-28,C
2017-07-09,B
2017-07-09,B
2017-07-16,B
2017-07-16,B
2017-08-29,B
2010-02-20,B
2010-02-20,B
2017-07-09,B
2017-07-09,B
2017-12-08,B
2017-08-29,B
2017-08-29,B
2017-08-29,B
2017-08-29,B
2017-08-29,A
2017-12-10,B
2017-12-10,B
2017-12-10,A
2017-12-10,A
2017-12-13,B
2015-04-20,C
2015-08-20,C
2015-08-27,C
2015-08-27,C
2017-12-12,C
2017-12-12,C
2016-05-18,C
2016-05-18,C
2017-12-13,B
2017-12-13,B
2017-12-13,B
2017-12-13,B
2017-12-14,B
2017-12-14,B
2017-12-14,B
2017-12-20,B
2017-12-20,B
2017-12-20,B
2017-12-20,B
2017-12-20,B
2017-12-12,A
2017-12-26,B
2017-12-26,B
2017-08-29,C
2017-08-29,B
2017-08-29,B
2017-08-29,B
2017-08-29,A
2017-08-29,C
2018-01-08,B
2018-01-08,B
2018-01-08,C
2017-08-29,C
2018-01-14,C
2018-01-15,B
2018-01-15,B
2018-01-15,B
2017-07-31,B
2017-08-29,C
2017-08-29,C
2017-09-23,B
2017-09-23,A
2017-09-23,B
2017-08-29,C
2017-08-29,C
2018-04-27,B
2018-04-27,B
2018-04-27,B
2017-06-14,A
2017-06-14,A
2017-06-27,A
2017-07-31,B
2018-03-28,C
2017-08-29,B
2017-09-23,C
2014-08-31,B
2017-06-19,B
2017-07-16,B
2017-07-16,B
2017-07-16,B
2017-07-16,B
2017-07-31,B
2017-07-31,B
2017-07-31,B
2018-04-27,C
2018-04-27,B
2018-04-27,B
2018-04-27,A
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,C
2018-04-27,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-09,B
2015-04-20,B
2017-05-21,A
2017-07-09,B
2017-07-09,B
2017-07-09,B
2017-07-16,B
2017-08-29,A
2018-02-14,B
2018-02-14,B
2018-02-14,B
2018-02-14,B
2018-02-14,B
2018-02-14,B
2018-02-14,B
2018-02-14,A
2010-02-20,B
2018-03-28,B
2018-03-28,B
2018-03-28,B
2016-05-22,A
2017-07-09,B
2017-07-09,C
2017-07-16,B
2017-07-16,B
2017-07-16,B
2017-07-16,B
2017-07-16,B
2018-05-13,C
2018-05-13,C
2017-07-16,A
2014-01-17,A
2014-01-17,B
2015-01-05,A
2017-06-16,B
2018-02-21,B
2010-02-20,B
2018-02-21,C
2018-02-21,B
2018-05-13,C
2017-08-29,A
2018-05-17,B
2018-05-17,B
2018-05-17,B
2018-05-17,B
2018-05-17,C
2018-05-17,B
2018-05-17,B
2018-05-17,C
2018-05-17,B
2018-05-17,A
2018-05-17,A
2018-05-13,A
2017-12-10,A
2017-12-10,A
2017-12-10,B
2018-02-21,C
2014-06-25,B
2014-06-25,B
2014-07-16,C
2014-07-16,B
2015-03-05,C
2015-03-05,B
2015-03-05,B
2015-03-05,B
2015-03-05,B
2015-03-05,B
2015-03-05,B
2015-03-05,B
2015-03-05,A
2015-03-05,A
2015-03-25,C
2015-03-25,B
2015-03-25,B
2015-03-25,B
2015-03-25,A
2015-04-09,B
2015-04-09,B
2015-04-09,C
2015-04-09,B
2015-04-09,C
2015-04-09,B
2015-04-09,B
2015-04-09,A
2018-03-18,B
2018-03-18,C
2018-03-18,B
2018-03-18,B
2015-07-04,A
2015-07-15,A
2015-07-15,B
2015-07-15,A
2015-10-01,I
2015-11-02,B
2015-11-02,B
2015-11-02,C
2015-11-02,B
2016-03-12,C
2016-03-14,C
2016-03-14,B
2016-03-14,B
2016-03-14,B
2016-03-14,B
2016-03-14,B
2016-04-23,C
2016-04-23,B
2016-04-23,B
2016-04-23,A
2016-04-23,B
2016-04-23,B
2016-04-23,B
2016-08-18,B
2016-08-18,B
2016-08-18,C
2016-08-18,C
2016-08-18,B
2016-09-06,B
2016-09-06,A
2016-11-05,C
2017-02-24,B
2017-02-24,B
2017-05-16,B
2017-05-16,B
2017-05-16,B
2017-05-16,B
2017-05-16,B
2017-05-30,A
2017-05-30,B
2017-05-30,C
2017-05-30,B
2017-05-30,A
2017-06-05,A
2017-06-05,A
2017-06-05,A
2017-06-05,B
2017-06-05,C
2017-06-05,C
2017-06-05,C
2017-06-05,C
2017-06-05,B
2017-06-05,C
2017-06-05,A
2017-06-13,B
2017-06-13,B
2017-06-13,B
2017-06-13,C
2017-06-13,B
2017-06-13,B
2017-06-13,B
2017-06-28,B
1996-06-04,A
2017-12-31,B
2017-12-31,B
2013-10-11,B
2013-10-11,B
2013-10-11,A
2013-10-11,B
2013-10-11,B
2013-10-11,B
2014-02-05,B
2014-04-25,C
2014-05-02,C
2014-05-02,C
1991-02-06,B
1991-02-06,B
1990-11-05,B
1995-12-13,B
1996-11-27,A
1996-11-27,B
1997-08-06,C
2002-07-18,B
2002-07-18,B
2002-07-18,B
2002-07-18,B
2004-12-14,B
2004-12-15,B
2004-12-15,B
2004-12-26,C
2005-05-10,B
2006-12-06,B
2006-12-06,B
2006-12-18,A
2006-12-18,A
2006-12-18,A
2007-07-05,B
2007-09-11,B
2008-06-01,B
2008-10-03,B
2008-10-03,B
2008-10-03,B
2008-10-03,B
2008-10-03,B
2008-10-03,B
2008-10-03,B
2008-10-03,B
2008-10-03,A
2008-10-03,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,A
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-02-20,B
2010-03-06,A
2010-03-06,A
2010-03-06,A
2010-06-29,B
2010-06-29,B
2010-06-29,A
2010-07-25,B
2010-07-25,A
2011-08-13,A
2013-05-08,C
2013-05-08,C
2013-05-08,B
2013-05-08,B
2013-05-11,A
2013-05-11,A
2017-02-24,A
2017-05-30,B
2017-05-30,B
2017-05-30,B
2017-06-05,B
2017-06-05,B
2014-05-02,C
2014-05-02,C
2014-06-25,C
2015-04-09,C
2017-06-28,B
2017-05-30,B
2018-01-03,C
2017-06-13,C
2018-03-10,C
2018-03-18,B
2018-03-18,B
2018-03-18,B
2017-09-22,C
2017-09-22,B
2017-09-19,C
2017-09-19,A
2018-01-18,B
2018-01-18,A
2018-01-18,B
2018-01-18,B
2018-01-18,B
2018-01-18,A
2018-01-18,B
2018-01-18,B
2018-01-18,B
2018-01-18,B
2018-01-18,B
2017-06-05,C
2017-10-03,B
2017-10-05,C
2018-01-24,B
2018-01-24,B
2017-09-22,C
2017-10-04,C
2017-10-04,C
2017-10-04,C
2017-10-04,B
2017-10-05,A
2017-11-21,C
2018-02-14,B
2018-02-14,B
2018-05-10,B
2018-05-10,C
2018-05-10,B
2018-05-10,B
2018-05-10,B
2018-05-10,A
2018-01-18,A
2018-05-11,B
2018-05-11,B
2018-01-03,A
2018-05-16,B
2017-11-22,B
2017-11-22,B
2017-11-22,C
2018-05-16,B
2018-03-11,B
2006-02-08,C
2010-04-03,B
2018-06-04,B
2018-06-05,C
2018-06-05,C
2018-06-05,C
2015-07-16,B
2015-07-16,B
2017-05-16,B
2017-05-16,B
2017-05-16,B
2018-06-07,B
2018-06-07,B
2018-06-07,B
2018-06-07,A
2010-04-03,B
2015-07-16,C
2015-10-01,I
2015-11-12,B
2015-11-12,B
2016-02-05,A
2016-11-28,C
2016-12-04,B
2016-12-04,B
2017-03-29,B
2017-03-29,B
2017-03-29,B
2017-03-29,B
2017-03-30,B
2017-03-30,B
2017-03-30,B
2017-03-30,B
2017-03-30,A
2017-03-30,A
2018-03-27,A
2018-03-27,A
2018-03-27,B
2018-03-27,B
2018-03-27,B
2018-03-27,A
2017-04-17,B
2017-04-17,B
2017-04-17,B
2017-04-17,C
2017-04-17,C
2017-04-17,C
2017-04-17,C
2017-04-17,C
2017-04-21,C
2017-04-21,A
2017-04-21,A
2017-04-21,B
2017-04-21,B
2017-04-27,B
2017-05-08,B
2017-05-16,B
2017-05-16,C
2017-05-16,B
2017-05-17,B
2017-05-17,A
2017-05-17,B
2017-05-17,B
2017-05-17,B
2017-05-17,C
2017-05-17,C
2017-05-17,C
2017-05-22,C
2017-05-22,C
2017-05-22,C
2017-06-05,B
2017-06-05,B
2017-06-05,C
2017-06-05,C
2017-06-20,A
2017-06-20,C
2017-06-24,A
2017-06-30,C
2017-06-30,C
2017-06-30,B
2017-06-30,B
2017-07-06,B
2017-07-06,B
2017-07-12,C
2017-07-12,C
2017-07-12,B
2017-07-12,B
2017-07-12,B
2017-07-12,C
2017-07-12,B
2017-07-12,C
2017-07-12,C
2017-07-12,C
2017-07-12,C
2017-07-12,C
2017-07-12,C
2017-07-12,A
2017-07-12,C
2017-07-12,C
2017-07-12,B
2017-07-24,C
2017-07-25,B
2017-07-25,B
2017-07-26,B
2017-07-26,C
2017-07-28,A
2017-07-28,A
2017-07-28,A
2017-07-28,A
2017-07-28,B
2006-04-03,C
2006-05-24,C
2008-10-10,C
2008-10-10,C
2014-02-19,B
2014-04-24,B
2014-05-03,C
2017-07-28,B
2017-07-28,C
2017-07-28,B
2017-07-28,B
2017-07-28,C
2017-08-07,C
2017-08-08,B
2017-08-09,A
2017-08-09,B
2017-08-09,C
2017-08-09,B
2017-08-09,B
2017-08-09,B
2017-08-09,B
2017-08-09,B
2017-08-10,C
2017-08-10,B
2017-08-10,B
1995-09-18,C
1995-09-18,C
2006-02-08,C
2006-02-08,C
2006-02-08,C
2006-04-03,C
2006-03-30,C
2006-05-21,C
2006-05-21,C
2006-05-21,C
2006-05-21,C
2006-05-21,C
2006-06-21,C
2008-10-10,A
2010-02-19,B
2010-02-23,C
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-07-30,B
2011-09-14,C
2017-03-09,C
2013-02-27,C
2013-03-01,C
2013-04-05,B
2013-05-02,C
2013-05-02,C
2013-05-15,B
2013-05-15,B
2013-08-20,B
2013-08-20,B
2013-08-20,B
2013-08-20,A
2013-08-20,B
2013-08-20,B
2013-08-20,C
2013-08-20,C
2013-08-28,B
2013-08-28,A
2013-09-04,B
2013-09-04,B
2013-09-04,B
2013-09-04,B
2013-09-04,B
2013-09-04,B
2013-09-04,A
2013-09-04,C
2017-07-12,C
2017-07-17,C
2017-07-17,C
2017-08-23,B
2017-08-23,B
2017-08-23,C
2017-08-23,B
2017-03-30,C
2017-06-27,B
2017-06-27,B
2017-06-30,B
2017-06-30,B
2017-06-30,B
2017-07-06,B
2017-07-12,C
2017-07-28,C
2017-07-28,C
2017-08-10,C
2017-06-05,C
2017-07-12,B
2017-07-12,B
2014-04-24,C
2014-04-24,C
2013-10-04,C
2017-12-27,B
2017-12-27,B
2017-12-27,A
2017-12-27,C
2017-12-27,C
2010-04-03,B
2010-04-03,A
2010-04-03,B
2017-06-27,B
2017-09-15,B
2017-06-30,B
2017-06-30,B
2017-06-30,B
2017-06-30,B
2017-12-27,C
2017-07-28,B
2017-07-28,B
2017-07-28,B
2017-07-28,B
2017-07-28,B
2017-08-01,B
2017-08-01,B
2017-08-01,B
2013-04-05,C
2013-08-20,A
2013-08-20,B
2013-08-20,A
2013-09-04,B
2013-09-04,B
2013-09-04,C
2017-07-26,B
2017-07-28,B
2017-07-28,B
2017-08-10,B
2017-08-10,B
2017-08-10,B
2017-07-28,B
2017-08-09,B
2017-08-09,B
2017-08-09,B
2017-08-09,B
2017-08-10,B
2017-08-10,B
2017-08-10,B
2017-08-10,B
2018-02-14,B
2015-07-16,B
2018-02-14,B
2018-02-14,B
2017-06-30,B
2018-02-16,A
2018-03-11,B
2018-02-16,A
2014-05-03,B
2014-05-03,A
2014-05-03,C
2017-04-17,B
2017-04-17,B
2017-05-08,B
2017-06-27,B
2017-07-28,A
2017-07-28,A
2018-03-11,A
2018-03-11,B
2018-03-10,B
2018-03-10,B
2018-03-10,B
2018-05-31,C
2014-03-06,C
2015-01-28,B
2015-01-28,B
2015-01-28,B
2015-01-28,B
2015-01-28,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-05-21,B
2015-07-02,B
2015-08-14,A
2015-08-17,B
2015-08-17,C
2015-08-17,B
2015-10-03,C
2015-10-13,I
2016-01-07,C
2016-01-08,B
2016-01-08,B
2016-01-08,A
2016-01-08,B
2016-01-08,A
2016-01-08,B
2016-01-13,C
2016-01-13,C
2016-01-19,C
2016-01-19,C
2016-01-22,B
2016-01-22,B
2016-01-22,B
2016-01-22,B
2016-01-22,C
2016-01-22,A
2016-01-22,B
2016-01-22,B
2016-01-22,B
2016-11-01,B
2016-11-01,B
2016-11-01,B
2016-11-01,C
2016-11-06,B
2016-11-06,A
2016-11-18,A
2016-11-18,A
2016-11-27,C
2016-11-27,C
2016-12-01,C
2016-12-01,C
2016-12-01,C
2017-01-11,B
2017-01-11,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-01-19,B
2017-03-17,C
1996-01-12,B
1996-01-14,B
2013-03-04,C
2013-12-17,B
2013-12-17,B
2013-12-17,B
2013-12-17,B
2013-12-17,B
2013-12-30,B
2013-12-30,A
2013-12-30,B
2014-01-28,C
2014-01-28,C
2014-02-09,C
2014-02-10,C
2014-02-28,C
2014-02-28,C
2014-03-06,C
2014-03-14,C
2014-03-14,C
2014-04-07,C
2002-10-19,B
2003-08-11,B
2003-08-11,B
2008-07-21,A
2008-07-21,A
2008-07-21,A
2008-09-11,B
2008-09-11,B
2008-09-11,B
2008-09-11,B
2008-09-11,B
2008-09-11,C
2008-09-11,B
2008-09-11,B
2008-09-11,B
2009-01-14,C
2009-02-10,C
2009-03-21,B
2009-03-21,C
2012-10-24,B
2012-10-24,B
2012-10-24,B
2012-10-24,B
2013-05-22,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2015-10-03,B
2016-09-06,B
2016-09-06,B
2016-09-06,B
2016-09-06,B
2016-09-06,A
2017-03-17,C
2017-03-17,C
2017-05-09,B
2017-05-09,C
2017-05-09,A
2017-05-09,A
2017-05-24,B
2017-05-24,B
2017-05-24,B
2017-05-24,A
2017-05-24,A
2017-05-24,A
2017-05-24,A
2017-05-24,C
2017-06-14,A
2017-06-14,A
2017-06-14,A
2017-06-14,A
2017-06-14,A
2017-06-14,C
2017-06-14,A
2017-08-07,B
2017-08-07,B
2017-08-14,B
2010-07-04,B
2010-07-04,B
2013-03-04,C
2013-03-04,C
2014-04-07,C
2016-12-01,C
2017-12-18,A
2017-12-18,A
2017-12-18,C
2017-08-14,C
2017-08-14,C
2017-09-08,C
2018-01-11,C
2017-01-30,C
2017-12-15,B
2017-09-28,C
2018-01-11,C
2017-11-09,B
2018-01-17,C
2017-11-20,C
2017-11-02,C
2017-10-26,B
2017-10-26,B
2017-10-26,B
2017-11-12,C
2017-11-12,C
2017-11-09,B
2017-11-12,C
2018-03-02,C
2015-10-01,I
2016-09-07,B
2016-09-07,B
2017-06-28,A
2017-06-28,A
2017-06-28,A
2017-07-01,B
2017-07-01,B
2017-07-01,B
2017-07-01,B
2013-11-29,B
2013-11-29,B
2013-11-29,B
2013-11-29,B
1981-12-28,B
1992-08-15,B
1986-07-09,B
1990-10-31,B
1990-10-31,A
1990-10-31,B
1990-10-31,B
1993-08-23,B
1993-08-23,A
1993-08-23,B
1993-08-23,B
1994-10-20,B
1994-10-20,A
1996-01-30,B
1996-01-30,B
1998-10-22,B
1999-05-12,B
1999-05-12,B
2000-12-26,B
2001-01-17,B
2005-03-30,C
2005-04-12,C
2005-04-12,C
2007-02-11,B
2007-02-11,B
2007-04-21,B
2007-06-13,B
2010-02-24,B
2010-02-24,B
2010-02-24,B
2010-02-24,B
2010-02-24,B
2010-02-24,B
2010-02-24,B
2010-02-24,A
2010-02-24,B
2010-02-24,B
2010-02-24,A
2010-02-24,B
2010-02-24,B
2010-02-24,B
2010-02-24,B
2010-02-24,C
2010-02-24,C
2010-02-24,C
2010-02-24,C
2010-03-23,A
2010-03-23,A
2010-03-23,B
2010-03-23,B
2010-03-23,B
2010-03-23,B
2010-03-23,B
2010-05-30,A
2010-05-30,B
2010-05-30,A
2010-05-30,B
2010-05-30,B
2010-05-30,B
2010-05-30,A
2010-05-30,B
2010-05-30,B
2010-05-30,B
2010-05-30,B
2010-05-30,B
2010-05-30,A
2010-05-30,B
2010-05-30,B
2010-05-30,B
2010-05-30,B
2010-05-30,B
2010-05-30,C
2010-06-29,B
2010-06-29,B
2010-06-29,B
2010-06-29,C
2010-06-29,B
2010-06-29,B
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,A
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,A
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,B
2010-08-26,A
2010-08-26,B
2010-08-31,A
2010-08-31,A
2010-08-31,B
2010-08-31,A
2010-08-31,B
2010-08-31,A
2010-08-31,B
2010-08-31,B
2010-08-31,B
2010-08-31,A
2011-01-18,B
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-02-13,B
2011-02-13,B
2011-02-13,A
2011-03-28,B
2011-03-28,B
2011-03-28,B
2012-02-16,B
2012-02-16,B
2012-02-16,A
2012-02-16,B
2012-02-16,B
2012-02-16,B
2012-02-16,B
2012-03-12,B
2012-03-12,B
2012-04-09,C
2012-04-12,C
2012-04-12,C
2012-04-30,B
2012-04-30,B
2012-04-30,A
2012-04-30,B
2012-04-30,B
2012-04-30,B
2012-04-30,B
2012-04-30,B
2012-04-30,B
2012-04-30,B
2012-04-30,B
2012-04-30,B
2012-05-12,C
2012-10-23,B
2012-10-23,A
2013-01-06,C
2013-01-06,B
2013-01-06,C
2013-01-09,C
2013-01-09,C
2013-01-09,C
2013-01-09,C
2013-03-26,B
2013-05-03,B
2013-06-10,B
2017-06-28,B
2017-06-28,B
2017-06-28,B
2017-07-01,B
2014-10-27,B
2014-10-27,A
2014-10-27,B
2018-02-13,B
2015-06-10,B
2015-06-10,A
2015-10-01,I
2016-01-13,A
2016-02-03,A
2016-02-03,A
2016-02-03,A
2016-02-02,B
2016-02-02,B
2016-03-31,A
2016-04-03,C
2016-04-03,C
2016-04-03,B
2016-04-03,B
2016-04-22,A
2016-04-22,B
2016-04-22,B
2016-06-14,C
2016-06-14,B
2016-06-14,A
2016-06-14,B
2016-06-14,A
2016-06-14,C
2016-06-14,C
2016-06-19,C
2016-06-22,C
2016-07-27,A
2017-03-22,C
2017-03-22,C
2017-03-22,B
2017-03-22,B
2017-03-22,B
2017-04-09,B
2017-04-09,A
2017-04-09,A
2017-04-09,B
2017-04-09,A
2017-04-09,C
2017-04-09,A
2017-04-09,B
2017-04-09,B
2017-04-09,B
2017-04-12,B
2017-04-12,B
2016-10-18,C
2017-06-13,B
2017-06-13,B
2017-06-13,B
2017-06-13,A
2017-06-13,B
2017-06-13,B
2017-06-13,A
2017-07-10,B
2017-07-10,A
2016-10-18,B
2016-10-18,C
1997-06-12,B
2018-02-13,B
2014-01-02,C
2014-01-02,C
2014-01-02,B
2014-01-02,B
2014-02-14,B
2014-02-14,B
2014-02-14,C
2014-02-14,C
2014-02-14,B
2014-02-14,B
2014-02-14,B
2014-02-14,B
2014-02-14,A
2014-02-26,C
2014-03-11,C
2014-03-11,C
2014-03-11,B
2014-03-11,A
2014-04-12,B
2014-04-14,C
2014-04-16,B
2014-04-16,B
2017-08-01,B
2017-08-01,B
2017-08-01,B
1988-09-12,A
2006-10-10,C
2009-04-29,B
2009-04-29,B
2010-02-16,B
2010-02-16,B
2010-02-16,A
2010-02-16,A
2010-02-16,B
2010-02-16,A
2010-02-16,B
2010-02-16,B
2010-02-16,B
2010-02-16,B
2010-02-16,A
2010-02-16,B
2010-02-24,A
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,A
2010-06-12,A
2010-06-12,A
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,B
2010-06-12,A
2010-08-01,A
2010-08-01,A
2010-08-01,B
2010-08-01,B
2010-08-01,A
2010-08-01,A
2010-08-01,B
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-01-19,A
2011-01-19,B
2011-01-19,B
2011-01-19,B
2011-02-09,B
2011-02-09,B
2011-02-09,B
2011-08-26,A
2011-08-26,B
2011-08-26,B
2011-08-26,B
