count,caseopendate
1,2010-04-29 00:00:00
2,2010-04-22 00:00:00
1,2010-04-16 00:00:00
1,2010-04-14 00:00:00
1,2010-04-13 00:00:00
1,2010-04-09 00:00:00
1,2010-04-08 00:00:00
1,2010-04-06 00:00:00
2,2010-04-01 00:00:00
1,2010-03-30 00:00:00
3,2010-03-29 00:00:00
1,2010-03-26 00:00:00
1,2010-03-25 00:00:00
2,2010-03-24 00:00:00
2,2010-03-23 00:00:00
1,2010-03-22 00:00:00
1,2010-03-18 00:00:00
3,2010-03-15 00:00:00
1,2010-03-11 00:00:00
1,2010-03-08 00:00:00
1,2010-03-05 00:00:00
1,2010-03-04 00:00:00
1,2010-03-01 00:00:00
1,2010-02-24 00:00:00
1,2010-02-23 00:00:00
1,2010-02-22 00:00:00
1,2010-02-19 00:00:00
2,2010-02-17 00:00:00
1,2010-02-09 00:00:00
3,2010-02-08 00:00:00
1,2010-02-05 00:00:00
1,2010-02-04 00:00:00
1,2010-01-29 00:00:00
1,2010-01-28 00:00:00
1,2010-01-26 00:00:00
2,2010-01-25 00:00:00
4,2010-01-22 00:00:00
2,2010-01-21 00:00:00
1,2010-01-19 00:00:00
1,2010-01-15 00:00:00
1,2010-01-13 00:00:00
1,2010-01-12 00:00:00
7,2010-01-11 00:00:00
2,2010-01-08 00:00:00
1,2010-01-06 00:00:00
4,2010-01-05 00:00:00
2,2010-01-04 00:00:00
1,2009-12-30 00:00:00
1,2009-12-28 00:00:00
2,2009-12-22 00:00:00
1,2009-12-21 00:00:00
1,2009-12-18 00:00:00
1,2009-12-16 00:00:00
4,2009-12-14 00:00:00
2,2009-12-11 00:00:00
1,2009-12-10 00:00:00
1,2009-12-07 00:00:00
1,2009-12-02 00:00:00
3,2009-11-30 00:00:00
1,2009-11-24 00:00:00
2,2009-11-23 00:00:00
1,2009-11-19 00:00:00
1,2009-11-18 00:00:00
4,2009-11-17 00:00:00
1,2009-11-16 00:00:00
3,2009-11-13 00:00:00
1,2009-11-09 00:00:00
1,2009-11-06 00:00:00
1,2009-11-05 00:00:00
2,2009-11-02 00:00:00
1,2009-10-28 00:00:00
2,2009-10-27 00:00:00
2,2009-10-22 00:00:00
1,2009-10-21 00:00:00
1,2009-10-20 00:00:00
1,2009-10-15 00:00:00
1,2009-10-09 00:00:00
2,2009-10-06 00:00:00
2,2009-10-01 00:00:00
2,2009-09-30 00:00:00
1,2009-09-29 00:00:00
3,2009-09-28 00:00:00
1,2009-09-25 00:00:00
3,2009-09-24 00:00:00
2,2009-09-22 00:00:00
2,2009-09-21 00:00:00
1,2009-09-18 00:00:00
1,2009-09-17 00:00:00
1,2009-09-04 00:00:00
1,2009-09-03 00:00:00
1,2009-08-28 00:00:00
1,2009-08-27 00:00:00
1,2009-08-26 00:00:00
1,2009-08-24 00:00:00
1,2009-08-20 00:00:00
1,2009-08-19 00:00:00
3,2009-08-18 00:00:00
1,2009-08-17 00:00:00
1,2009-08-13 00:00:00
1,2009-08-04 00:00:00
2,2009-08-03 00:00:00
1,2009-07-27 00:00:00
1,2009-07-22 00:00:00
1,2009-07-21 00:00:00
2,2009-07-16 00:00:00
2,2009-07-13 00:00:00
1,2009-07-10 00:00:00
1,2009-07-09 00:00:00
4,2009-07-07 00:00:00
2,2009-07-02 00:00:00
2,2009-07-01 00:00:00
1,2009-06-26 00:00:00
1,2009-06-24 00:00:00
3,2009-06-22 00:00:00
2,2009-06-18 00:00:00
1,2009-06-16 00:00:00
1,2009-06-15 00:00:00
1,2009-06-12 00:00:00
1,2009-06-11 00:00:00
1,2009-06-04 00:00:00
1,2009-06-03 00:00:00
1,2009-06-02 00:00:00
3,2009-06-01 00:00:00
1,2009-05-28 00:00:00
1,2009-05-27 00:00:00
1,2009-05-21 00:00:00
1,2009-05-18 00:00:00
2,2009-05-15 00:00:00
1,2009-05-14 00:00:00
2,2009-05-12 00:00:00
1,2009-05-11 00:00:00
1,2009-05-05 00:00:00
1,2009-05-04 00:00:00
2,2009-04-30 00:00:00
1,2009-04-29 00:00:00
1,2009-04-21 00:00:00
4,2009-04-20 00:00:00
1,2009-04-16 00:00:00
3,2009-04-13 00:00:00
1,2009-04-09 00:00:00
1,2009-04-06 00:00:00
1,2009-03-31 00:00:00
5,2009-03-30 00:00:00
2,2009-03-27 00:00:00
1,2009-03-26 00:00:00
2,2009-03-19 00:00:00
5,2009-03-16 00:00:00
3,2009-03-10 00:00:00
3,2009-03-05 00:00:00
2,2009-03-03 00:00:00
1,2009-03-02 00:00:00
1,2009-02-27 00:00:00
3,2009-02-26 00:00:00
1,2009-02-19 00:00:00
9,2009-02-17 00:00:00
2,2009-02-09 00:00:00
3,2009-02-06 00:00:00
3,2009-02-04 00:00:00
2,2009-02-03 00:00:00
1,2009-02-02 00:00:00
10,2009-01-26 00:00:00
4,2009-01-20 00:00:00
1,2009-01-16 00:00:00
1,2009-01-12 00:00:00
2,2009-01-07 00:00:00
3,2009-01-06 00:00:00
1,2009-01-05 00:00:00
1,2009-01-02 00:00:00
1,2008-12-24 00:00:00
3,2008-12-15 00:00:00
1,2008-12-12 00:00:00
1,2008-12-11 00:00:00
2,2008-12-09 00:00:00
1,2008-12-05 00:00:00
2,2008-12-04 00:00:00
1,2008-12-03 00:00:00
1,2008-12-02 00:00:00
2,2008-11-28 00:00:00
1,2008-11-25 00:00:00
1,2008-11-24 00:00:00
1,2008-11-21 00:00:00
2,2008-11-17 00:00:00
1,2008-11-14 00:00:00
2,2008-11-13 00:00:00
1,2008-11-10 00:00:00
2,2008-10-30 00:00:00
1,2008-10-23 00:00:00
1,2008-10-20 00:00:00
1,2008-10-17 00:00:00
1,2008-10-16 00:00:00
1,2008-10-14 00:00:00
2,2008-10-10 00:00:00
1,2008-10-09 00:00:00
1,2008-10-07 00:00:00
1,2008-09-30 00:00:00
1,2008-09-29 00:00:00
1,2008-09-26 00:00:00
1,2008-09-23 00:00:00
1,2008-09-22 00:00:00
1,2008-09-18 00:00:00
2,2008-09-17 00:00:00
1,2008-09-16 00:00:00
1,2008-09-05 00:00:00
1,2008-08-26 00:00:00
2,2008-08-22 00:00:00
1,2008-08-20 00:00:00
1,2008-08-18 00:00:00
1,2008-08-15 00:00:00
1,2008-08-14 00:00:00
1,2008-08-13 00:00:00
3,2008-08-11 00:00:00
4,2008-08-07 00:00:00
1,2008-08-05 00:00:00
1,2008-07-25 00:00:00
1,2008-07-24 00:00:00
1,2008-07-10 00:00:00
2,2008-07-09 00:00:00
1,2008-07-03 00:00:00
1,2008-06-26 00:00:00
3,2008-06-25 00:00:00
1,2008-06-23 00:00:00
2,2008-06-17 00:00:00
1,2008-06-16 00:00:00
1,2008-06-10 00:00:00
2,2008-06-03 00:00:00
2,2008-05-21 00:00:00
1,2008-05-19 00:00:00
1,2008-05-07 00:00:00
2,2008-05-02 00:00:00
1,2008-05-01 00:00:00
1,2008-04-30 00:00:00
1,2008-04-29 00:00:00
2,2008-04-28 00:00:00
2,2008-04-25 00:00:00
1,2008-04-23 00:00:00
4,2008-04-21 00:00:00
3,2008-04-18 00:00:00
1,2008-04-16 00:00:00
3,2008-04-14 00:00:00
1,2008-04-10 00:00:00
1,2008-04-09 00:00:00
1,2008-04-08 00:00:00
1,2008-04-07 00:00:00
1,2008-04-01 00:00:00
5,2008-03-27 00:00:00
1,2008-03-26 00:00:00
1,2008-03-25 00:00:00
5,2008-03-24 00:00:00
3,2008-03-21 00:00:00
7,2008-03-17 00:00:00
1,2008-03-11 00:00:00
1,2008-03-07 00:00:00
3,2008-03-04 00:00:00
1,2008-03-03 00:00:00
1,2008-02-27 00:00:00
1,2008-02-22 00:00:00
2,2008-02-21 00:00:00
1,2008-02-19 00:00:00
1,2008-02-15 00:00:00
1,2008-02-13 00:00:00
1,2008-02-12 00:00:00
1,2008-02-08 00:00:00
1,2008-02-06 00:00:00
1,2008-02-05 00:00:00
1,2008-02-01 00:00:00
3,2008-01-28 00:00:00
2,2008-01-25 00:00:00
1,2008-01-23 00:00:00
1,2008-01-22 00:00:00
1,2008-01-15 00:00:00
3,2008-01-10 00:00:00
2,2008-01-08 00:00:00
3,2008-01-07 00:00:00
1,2008-01-03 00:00:00
2,2007-12-31 00:00:00
3,2007-12-24 00:00:00
2,2007-12-20 00:00:00
3,2007-12-18 00:00:00
1,2007-12-13 00:00:00
1,2007-12-12 00:00:00
1,2007-12-11 00:00:00
1,2007-12-10 00:00:00
1,2007-12-07 00:00:00
2,2007-12-06 00:00:00
1,2007-12-05 00:00:00
4,2007-12-03 00:00:00
4,2007-11-30 00:00:00
1,2007-11-28 00:00:00
1,2007-11-27 00:00:00
1,2007-11-26 00:00:00
1,2007-11-20 00:00:00
1,2007-11-19 00:00:00
1,2007-11-15 00:00:00
1,2007-11-14 00:00:00
2,2007-11-09 00:00:00
2,2007-11-07 00:00:00
1,2007-11-01 00:00:00
1,2007-10-29 00:00:00
1,2007-10-25 00:00:00
1,2007-10-24 00:00:00
1,2007-10-23 00:00:00
3,2007-10-22 00:00:00
1,2007-10-18 00:00:00
1,2007-10-16 00:00:00
1,2007-10-15 00:00:00
1,2007-10-12 00:00:00
1,2007-10-11 00:00:00
1,2007-10-05 00:00:00
3,2007-10-01 00:00:00
2,2007-09-26 00:00:00
2,2007-09-25 00:00:00
1,2007-09-20 00:00:00
2,2007-09-18 00:00:00
1,2007-09-17 00:00:00
1,2007-09-14 00:00:00
1,2007-09-13 00:00:00
1,2007-09-12 00:00:00
1,2007-09-06 00:00:00
2,2007-09-04 00:00:00
1,2007-09-03 00:00:00
1,2007-08-31 00:00:00
1,2007-08-30 00:00:00
2,2007-08-27 00:00:00
1,2007-08-22 00:00:00
1,2007-08-14 00:00:00
1,2007-08-10 00:00:00
1,2007-08-09 00:00:00
1,2007-08-06 00:00:00
1,2007-08-02 00:00:00
3,2007-07-30 00:00:00
1,2007-07-18 00:00:00
1,2007-07-17 00:00:00
1,2007-07-12 00:00:00
2,2007-07-09 00:00:00
1,2007-07-06 00:00:00
1,2007-07-05 00:00:00
1,2007-06-29 00:00:00
1,2007-06-26 00:00:00
1,2007-06-25 00:00:00
1,2007-06-19 00:00:00
3,2007-06-18 00:00:00
1,2007-06-15 00:00:00
1,2007-06-14 00:00:00
1,2007-06-13 00:00:00
1,2007-06-11 00:00:00
1,2007-06-08 00:00:00
1,2007-06-07 00:00:00
1,2007-06-04 00:00:00
1,2007-06-01 00:00:00
2,2007-05-31 00:00:00
1,2007-05-18 00:00:00
1,2007-05-11 00:00:00
1,2007-05-10 00:00:00
4,2007-05-07 00:00:00
1,2007-05-02 00:00:00
2,2007-05-01 00:00:00
1,2007-04-26 00:00:00
1,2007-04-25 00:00:00
1,2007-04-19 00:00:00
1,2007-04-16 00:00:00
1,2007-04-10 00:00:00
1,2007-04-09 00:00:00
2,2007-04-02 00:00:00
3,2007-03-30 00:00:00
1,2007-03-27 00:00:00
5,2007-03-26 00:00:00
1,2007-03-23 00:00:00
1,2007-03-21 00:00:00
2,2007-03-20 00:00:00
2,2007-03-19 00:00:00
1,2007-03-16 00:00:00
4,2007-03-09 00:00:00
2,2007-03-08 00:00:00
1,2007-03-05 00:00:00
1,2007-03-02 00:00:00
2,2007-02-28 00:00:00
5,2007-02-26 00:00:00
2,2007-02-23 00:00:00
1,2007-02-22 00:00:00
1,2007-02-21 00:00:00
1,2007-02-20 00:00:00
1,2007-02-16 00:00:00
1,2007-02-15 00:00:00
3,2007-02-13 00:00:00
4,2007-02-09 00:00:00
4,2007-02-06 00:00:00
5,2007-02-01 00:00:00
1,2007-01-30 00:00:00
1,2007-01-29 00:00:00
1,2007-01-24 00:00:00
1,2007-01-19 00:00:00
2,2007-01-17 00:00:00
4,2007-01-10 00:00:00
1,2007-01-09 00:00:00
1,2006-12-21 00:00:00
2,2006-12-20 00:00:00
1,2006-12-19 00:00:00
2,2006-12-18 00:00:00
3,2006-12-15 00:00:00
1,2006-12-14 00:00:00
4,2006-12-13 00:00:00
1,2006-12-11 00:00:00
2,2006-12-05 00:00:00
2,2006-12-01 00:00:00
1,2006-11-29 00:00:00
1,2006-11-28 00:00:00
2,2006-11-22 00:00:00
1,2006-11-17 00:00:00
1,2006-11-15 00:00:00
1,2006-11-14 00:00:00
2,2006-11-13 00:00:00
1,2006-11-08 00:00:00
1,2006-11-06 00:00:00
2,2006-11-02 00:00:00
3,2006-10-27 00:00:00
1,2006-10-25 00:00:00
1,2006-10-19 00:00:00
3,2006-10-18 00:00:00
3,2006-10-16 00:00:00
2,2006-10-12 00:00:00
1,2006-10-06 00:00:00
1,2006-10-04 00:00:00
1,2006-10-02 00:00:00
1,2006-09-28 00:00:00
2,2006-09-22 00:00:00
1,2006-09-20 00:00:00
1,2006-09-15 00:00:00
2,2006-09-14 00:00:00
1,2006-09-13 00:00:00
1,2006-09-11 00:00:00
1,2006-09-07 00:00:00
1,2006-09-05 00:00:00
1,2006-08-29 00:00:00
1,2006-08-23 00:00:00
1,2006-08-18 00:00:00
2,2006-08-17 00:00:00
1,2006-08-11 00:00:00
1,2006-08-10 00:00:00
2,2006-08-09 00:00:00
2,2006-08-08 00:00:00
1,2006-08-03 00:00:00
2,2006-08-02 00:00:00
1,2006-07-28 00:00:00
1,2006-07-26 00:00:00
2,2006-07-25 00:00:00
1,2006-07-24 00:00:00
1,2006-07-13 00:00:00
3,2006-07-10 00:00:00
1,2006-07-05 00:00:00
1,2006-06-30 00:00:00
1,2006-06-29 00:00:00
1,2006-06-27 00:00:00
1,2006-06-26 00:00:00
1,2006-06-23 00:00:00
1,2006-06-22 00:00:00
1,2006-06-19 00:00:00
1,2006-06-15 00:00:00
1,2006-06-09 00:00:00
5,2006-06-08 00:00:00
1,2006-06-02 00:00:00
2,2006-06-01 00:00:00
1,2006-05-31 00:00:00
1,2006-05-25 00:00:00
1,2006-05-24 00:00:00
1,2006-05-23 00:00:00
2,2006-05-16 00:00:00
1,2006-05-12 00:00:00
1,2006-05-10 00:00:00
2,2006-05-09 00:00:00
1,2006-05-04 00:00:00
1,2006-04-27 00:00:00
1,2006-04-26 00:00:00
3,2006-04-24 00:00:00
1,2006-04-18 00:00:00
1,2006-04-17 00:00:00
2,2006-04-10 00:00:00
1,2006-03-30 00:00:00
3,2006-03-28 00:00:00
1,2006-03-27 00:00:00
1,2006-03-20 00:00:00
1,2006-03-13 00:00:00
1,2006-03-08 00:00:00
1,2006-03-03 00:00:00
1,2006-03-01 00:00:00
2,2006-02-27 00:00:00
1,2006-02-24 00:00:00
1,2006-02-17 00:00:00
1,2006-02-14 00:00:00
1,2006-02-08 00:00:00
2,2006-02-07 00:00:00
1,2006-02-02 00:00:00
1,2006-01-31 00:00:00
1,2006-01-26 00:00:00
6,2006-01-25 00:00:00
1,2006-01-24 00:00:00
1,2006-01-12 00:00:00
1,2006-01-09 00:00:00
1,2006-01-05 00:00:00
3,2006-01-03 00:00:00
1,2005-12-29 00:00:00
1,2005-12-27 00:00:00
1,2005-12-20 00:00:00
1,2005-12-02 00:00:00
1,2005-11-28 00:00:00
1,2005-11-23 00:00:00
1,2005-11-22 00:00:00
2,2005-11-17 00:00:00
1,2005-11-15 00:00:00
2,2005-09-19 00:00:00
1,2005-09-16 00:00:00
1,2005-09-08 00:00:00
2,2005-08-05 00:00:00
1,2005-03-30 00:00:00
1,2005-03-14 00:00:00
1,2005-03-10 00:00:00
1,2005-02-18 00:00:00
1,2004-03-31 00:00:00
1,2000-09-11 00:00:00
3,1970-01-01 00:00:00
