word	time	filler
"157 EAST 106 STREET"	1016340027	0
"159 EAST 106 STREET"	1016340028	0
"161 EAST 106 STREET"	1016340029	0
"165 EAST 106 STREET"	1016340031	0
"167 EAST 106 STREET"	1016340032	0
"1924 3 AVENUE"	1016340033	0
"1926 3 AVENUE"	1016340034	0
"1928 3 AVENUE"	1016340035	0
"1930 3 AVENUE"	1016340036	0
"1932 3 AVENUE"	1016340037	0
"1934 3 AVENUE"	1016340038	0
"1936 3 AVENUE"	1016340039	0
"1938 3 AVENUE"	1016340040	0
"170 EAST 107 STREET"	1016340041	0
"168 EAST 107 STREET"	1016340042	0
"166 EAST 107 STREET"	1016340043	0
"164 EAST 107 STREET"	1016340044	0
"162 EAST 107 STREET"	1016340045	0
"160 EAST 107 STREET"	1016340046	0
"158 EAST 107 STREET"	1016340047	0
"156 EAST 107 STREET"	1016340048	0
"1705 LEXINGTON AVENUE"	1016340049	0
"1703 LEXINGTON AVENUE"	1016340050	0
"1701 LEXINGTON AVENUE"	1016340051	0
"1699 LEXINGTON AVENUE"	1016340052	0
"1702 LEXINGTON AVENUE"	1016340056	0
"1706 LEXINGTON AVENUE"	1016340057	0
"130 EAST 107 STREET"	1016340059	0
"124 EAST 107 STREET"	1016340060	0
"120 EAST 107 STREET"	1016340062	0
"110 EAST 107 STREET"	1016340065	0
"121 EAST 106 STREET"	1016340111	0
"127 EAST 106 STREET"	1016340113	0
"1692 LEXINGTON AVENUE"	1016340115	0
"1696 LEXINGTON AVENUE"	1016340116	0
"1700 LEXINGTON AVENUE"	1016340117	0
"169 EAST 106 STREET"	1016340132	0
"172 EAST 107 STREET"	1016340140	0
"1704 LEXINGTON AVENUE"	1016340156	0
"1708 LEXINGTON AVENUE"	1016340157	0
"1710 LEXINGTON AVENUE"	1016340158	0
"PARK AVENUE"	1016350001	0
"107 EAST 107 STREET"	1016350007	0
"EAST 107 STREET"	1016350016	0
"127 EAST 107 STREET"	1016350017	0
"1721 LEXINGTON AVENUE"	1016350021	0
"1717 LEXINGTON AVENUE"	1016350022	0
"1713 LEXINGTON AVENUE"	1016350023	0
"1711 LEXINGTON AVENUE"	1016350024	0
"155 EAST 107 STREET"	1016350025	0
"159 EAST 107 STREET"	1016350026	0
"163 EAST 107 STREET"	1016350027	0
"167 EAST 107 STREET"	1016350028	0
"171 EAST 107 STREET"	1016350029	0
"175 EAST 107 STREET"	1016350030	0
"177 EAST 107 STREET"	1016350031	0
"179 EAST 107 STREET"	1016350032	0
"1950 3 AVENUE"	1016350033	0
"1954 3 AVENUE"	1016350035	0
"1956 3 AVENUE"	1016350036	0
"1958 3 AVENUE"	1016350037	0
"1960 3 AVENUE"	1016350038	0
"1962 3 AVENUE"	1016350039	0
"1964 3 AVENUE"	1016350040	0
"178 EAST 108 STREET"	1016350041	0
"176 EAST 108 STREET"	1016350042	0
"174 EAST 108 STREET"	1016350043	0
"172 EAST 108 STREET"	1016350044	0
"168 EAST 108 STREET"	1016350045	0
"162 EAST 108 STREET"	1016350046	0
"156 EAST 108 STREET"	1016350048	0
"152 EAST 108 STREET"	1016350049	0
"1729 LEXINGTON AVENUE"	1016350050	0
"1725 LEXINGTON AVENUE"	1016350051	0
"1723 LEXINGTON AVENUE"	1016350052	0
"1719 LEXINGTON AVENUE"	1016350121	0
"1715 LEXINGTON AVENUE"	1016350122	0
"153 EAST 107 STREET"	1016350124	0
"161 EAST 107 STREET"	1016350126	0
"165 EAST 107 STREET"	1016350127	0
"169 EAST 107 STREET"	1016350128	0
"173 EAST 107 STREET"	1016350129	0
"181 EAST 107 STREET"	1016350132	0
"182 EAST 108 STREET"	1016350140	0
"180 EAST 108 STREET"	1016350141	0
"170 EAST 108 STREET"	1016350144	0
"166 EAST 108 STREET"	1016350145	0
"1733 LEXINGTON AVENUE"	1016350149	0
"1731 LEXINGTON AVENUE"	1016350150	0
"1727 LEXINGTON AVENUE"	1016350151	0
"1481 PARK AVENUE"	1016360001	0
"1745 LEXINGTON AVENUE"	1016360021	0
"1741 LEXINGTON AVENUE"	1016360022	0
"1737 LEXINGTON AVENUE"	1016360023	0
"153 EAST 108 STREET"	1016360024	0
"157 EAST 108 STREET"	1016360025	0
"159 EAST 108 STREET"	1016360026	0
"163 EAST 108 STREET"	1016360027	0
"165 EAST 108 STREET"	1016360028	0
"169 EAST 108 STREET"	1016360029	0
"171 EAST 108 STREET"	1016360030	0
"175 EAST 108 STREET"	1016360031	0
"1966 3 AVENUE"	1016360033	0
"1968 3 AVENUE"	1016360034	0
"1970 3 AVENUE"	1016360035	0
"1972 3 AVENUE"	1016360036	0
"1974 3 AVENUE"	1016360037	0
"1976 3 AVENUE"	1016360038	0
"1980 3 AVENUE"	1016360039	0
"1982 3 AVENUE"	1016360040	0
"182 EAST 109 STREET"	1016360041	0
"180 EAST 109 STREET"	1016360042	0
"176 EAST 109 STREET"	1016360043	0
"174 EAST 109 STREET"	1016360044	0
"166 EAST 109 STREET"	1016360045	0
"162 EAST 109 STREET"	1016360047	0
"160 EAST 109 STREET"	1016360048	0
"156 EAST 109 STREET"	1016360049	0
"154 EAST 109 STREET"	1016360050	0
"1751 LEXINGTON AVENUE"	1016360051	0
"1747 LEXINGTON AVENUE"	1016360052	0
"1743 LEXINGTON AVENUE"	1016360121	0
"1739 LEXINGTON AVENUE"	1016360122	0
"1735 LEXINGTON AVENUE"	1016360123	0
"155 EAST 108 STREET"	1016360124	0
"161 EAST 108 STREET"	1016360126	0
"167 EAST 108 STREET"	1016360128	0
"173 EAST 108 STREET"	1016360130	0
"181 EAST 108 STREET"	1016360132	0
"1978 3 AVENUE"	1016360138	0
"188 EAST 109 STREET"	1016360139	0
"186 EAST 109 STREET"	1016360140	0
"184 EAST 109 STREET"	1016360141	0
"178 EAST 109 STREET"	1016360142	0
"158 EAST 109 STREET"	1016360148	0
"1753 LEXINGTON AVENUE"	1016360150	0
"1749 LEXINGTON AVENUE"	1016360151	0
"1505 PARK AVENUE"	1016370001	0
"1759 LEXINGTON AVENUE"	1016370021	0
"153 EAST 109 STREET"	1016370022	0
"155 EAST 109 STREET"	1016370023	0
"157 EAST 109 STREET"	1016370024	0
"159 EAST 109 STREET"	1016370025	0
"161 EAST 109 STREET"	1016370026	0
"169 EAST 109 STREET"	1016370028	0
"1984 3 AVENUE"	1016370033	0
"1990 3 AVENUE"	1016370035	0
"1992 3 AVENUE"	1016370036	0
"1994 3 AVENUE"	1016370037	0
"1998 3 AVENUE"	1016370038	0
"2002 3 AVENUE"	1016370040	0
"170 EAST 110 STREET"	1016370042	0
"160 EAST 110 STREET"	1016370043	0
"158 EAST 110 STREET"	1016370048	0
"154 EAST 110 STREET"	1016370050	0
"152 EAST 110 STREET"	1016370051	0
"150 EAST 110 STREET"	1016370052	0
"1996 3 AVENUE"	1016370137	0
"172 EAST 110 STREET"	1016370141	0
"100 EAST 111 STREET"	1016380001	0
"121 EAST 110 STREET"	1016380008	0
"127 EAST 110 STREET"	1016380011	0
"129 EAST 110 STREET"	1016380012	0
"133 EAST 110 STREET"	1016380013	0
"135 EAST 110 STREET"	1016380014	0
"137 EAST 110 STREET"	1016380015	1
"139 EAST 110 STREET"	1016380016	1
"141 EAST 110 STREET"	1016380017	0
"1783 LEXINGTON AVENUE"	1016380021	0
"1779 LEXINGTON AVENUE"	1016380022	0
"1775 LEXINGTON AVENUE"	1016380023	0
"153 EAST 110 STREET"	1016380024	0
"171 EAST 110 STREET"	1016380032	0
"2004 3 AVENUE"	1016380033	0
"2010 3 AVENUE"	1016380036	0
"2012 3 AVENUE"	1016380037	0
"2016 3 AVENUE"	1016380038	0
"2018 3 AVENUE"	1016380039	0
"186 EAST 111 STREET"	1016380040	0
"182 EAST 111 STREET"	1016380041	0
"178 EAST 111 STREET"	1016380042	0
"174 EAST 111 STREET"	1016380043	0
"172 EAST 111 STREET"	1016380044	0
"170 EAST 111 STREET"	1016380045	0
"168 EAST 111 STREET"	1016380046	0
"164 EAST 111 STREET"	1016380047	0
"162 EAST 111 STREET"	1016380048	0
"158 EAST 111 STREET"	1016380049	0
"156 EAST 111 STREET"	1016380050	0
"150 EAST 111 STREET"	1016380052	0
"144 EAST 111 STREET"	1016380056	0
"140 EAST 111 STREET"	1016380057	0
"128 EAST 111 STREET"	1016380062	0
"122 EAST 111 STREET"	1016380063	0
"116 EAST 111 STREET"	1016380066	0
"131 EAST 110 STREET"	1016380112	0
"1781 LEXINGTON AVENUE"	1016380121	0
"1777 LEXINGTON AVENUE"	1016380122	0
"184 EAST 111 STREET"	1016380140	0
"180 EAST 111 STREET"	1016380141	0
"176 EAST 111 STREET"	1016380142	0
"166 EAST 111 STREET"	1016380146	0
"160 EAST 111 STREET"	1016380148	0
"161 EAST 110 STREET"	1016387501	0
"111 EAST 111 STREET"	1016390001	0
"115 EAST 111 STREET"	1016390003	0
"143 EAST 111 STREET"	1016390017	0
"163 EAST 111 STREET"	1016390021	0
"167 EAST 111 STREET"	1016390027	0
"169 EAST 111 STREET"	1016390028	0
"171 EAST 111 STREET"	1016390029	0
"173 EAST 111 STREET"	1016390030	0
"175 EAST 111 STREET"	1016390031	0
"2022 3 AVENUE"	1016390034	0
"2024 3 AVENUE"	1016390035	0
"2026 3 AVENUE"	1016390036	0
"2030 3 AVENUE"	1016390038	0
"2032 3 AVENUE"	1016390039	0
"2034 3 AVENUE"	1016390040	0
"174 EAST 112 STREET"	1016390041	0
"172 EAST 112 STREET"	1016390042	0
"168 EAST 112 STREET"	1016390043	0
"164 EAST 112 STREET"	1016390045	0
"160 EAST 112 STREET"	1016390046	0
"158 EAST 112 STREET"	1016390047	0
"156 EAST 112 STREET"	1016390048	0
"154 EAST 112 STREET"	1016390049	0
"1801 LEXINGTON AVENUE"	1016390050	0
"1797 LEXINGTON AVENUE"	1016390051	0
"1795 LEXINGTON AVENUE"	1016390052	0
"144 EAST 112 STREET"	1016390056	0
"138 EAST 112 STREET"	1016390057	0
"124 EAST 112 STREET"	1016390062	0
"1791 LEXINGTON AVENUE"	1016390124	0
"181 EAST 111 STREET"	1016390133	0
"2028 3 AVENUE"	1016390137	0
"1799 LEXINGTON AVENUE"	1016390150	0
"1844 LEXINGTON AVENUE"	1016400001	0
"1833 LEXINGTON AVENUE"	1016400021	0
"176 EAST 115 STREET"	1016400139	0
"158 EAST 115 STREET"	1016400147	0
"101 EAST 115 STREET"	1016430001	0
"1629 PARK AVENUE"	1016430004	0
"107 EAST 115 STREET"	1016430005	0
"111 EAST 115 STREET"	1016430006	0
"115 EAST 115 STREET"	1016430007	0
"117 EAST 115 STREET"	1016430008	0
"121 EAST 115 STREET"	1016430010	0
"1858 LEXINGTON AVENUE"	1016430015	0
"1860 LEXINGTON AVENUE"	1016430016	0
"1862 LEXINGTON AVENUE"	1016430017	0
"1864 LEXINGTON AVENUE"	1016430018	0
"151 EAST 115 STREET"	1016430021	0
"153 EAST 115 STREET"	1016430022	0
"159 EAST 115 STREET"	1016430023	0
"161 EAST 115 STREET"	1016430024	0
"163 EAST 115 STREET"	1016430025	0
"165 EAST 115 STREET"	1016430026	0
"167 EAST 115 STREET"	1016430027	0
"169 EAST 115 STREET"	1016430028	0
"171 EAST 115 STREET"	1016430029	0
"179 EAST 115 STREET"	1016430031	0
"2102 3 AVENUE"	1016430033	0
"2108 3 AVENUE"	1016430035	0
"2108 3 AVENUE"	1016430037	0
"2116 3 AVENUE"	1016430038	0
"2118 3 AVENUE"	1016430039	0
"2120 3 AVENUE"	1016430040	0
"176 EAST 116 STREET"	1016430041	0
"168 EAST 116 STREET"	1016430044	0
"162 EAST 116 STREET"	1016430047	0
"160 EAST 116 STREET"	1016430048	0
"158 EAST 116 STREET"	1016430049	0
"154 EAST 116 STREET"	1016430050	0
"152 EAST 116 STREET"	1016430051	0
"150 EAST 116 STREET"	1016430052	0
"126 EAST 116 STREET"	1016430056	0
"124 EAST 116 STREET"	1016430059	0
"122 EAST 116 STREET"	1016430060	0
"120 EAST 116 STREET"	1016430061	0
"118 EAST 116 STREET"	1016430062	0
"116 EAST 116 STREET"	1016430063	0
"114 EAST 116 STREET"	1016430064	0
"112 EAST 116 STREET"	1016430065	0
"106 EAST 116 STREET"	1016430068	0
"104 EAST 116 STREET"	1016430070	1
"100 EAST 116 STREET"	1016430071	0
"155 EAST 115 STREET"	1016430122	0
"157 EAST 115 STREET"	1016430123	0
"167 1/2 EAST 115 STREET"	1016430127	0
"EAST 115 STREET"	1016430129	0
"2108 3 AVENUE"	1016430137	0
"156 EAST 116 STREET"	1016430149	0
"108 EAST 116 STREET"	1016437501	0
"110 EAST 116 STREET"	1016437502	0
"101 EAST 116 STREET"	1016440001	0
"105 EAST 116 STREET"	1016440005	0
"109 EAST 116 STREET"	1016440007	0
"115 EAST 116 STREET"	1016440008	0
"123 EAST 116 STREET"	1016440011	0
"125 EAST 116 STREET"	1016440012	0
"137 EAST 116 STREET"	1016440016	0
"147 EAST 116 STREET"	1016440021	0
"149 EAST 116 STREET"	1016440022	0
"153 EAST 116 STREET"	1016440023	0
"155 EAST 116 STREET"	1016440024	0
"159 EAST 116 STREET"	1016440025	0
"161 EAST 116 STREET"	1016440026	0
"163 EAST 116 STREET"	1016440027	0
"167 EAST 116 STREET"	1016440028	0
"169 EAST 116 STREET"	1016440029	0
"173 EAST 116 STREET"	1016440030	0
"175 EAST 116 STREET"	1016440031	0
"179 EAST 116 STREET"	1016440032	0
"2128 3 AVENUE"	1016440033	0
"2130 3 AVENUE"	1016440034	0
"2132 3 AVENUE"	1016440035	0
"2134 3 AVENUE"	1016440036	0
"2136 3 AVENUE"	1016440037	0
"2138 3 AVENUE"	1016440038	0
"2140 3 AVENUE"	1016440039	0
"2142 3 AVENUE"	1016440040	0
"182 EAST 117 STREET"	1016440041	0
"180 EAST 117 STREET"	1016440042	0
"172 EAST 117 STREET"	1016440046	0
"168 EAST 117 STREET"	1016440047	0
"164 EAST 117 STREET"	1016440048	0
"156 EAST 117 STREET"	1016440051	0
"140 EAST 117 STREET"	1016440057	0
"138 EAST 117 STREET"	1016440058	0
"136 EAST 117 STREET"	1016440059	1
"118 EAST 117 STREET"	1016440065	0
"116 EAST 117 STREET"	1016440066	0
"114 EAST 117 STREET"	1016440067	0
"112 EAST 117 STREET"	1016440068	0
"106 EAST 117 STREET"	1016440069	0
"100 EAST 117 STREET"	1016440070	0
"1645 PARK AVENUE"	1016440072	0
"1873 LEXINGTON AVENUE"	1016440120	0
"145 EAST 116 STREET"	1016440121	0
"151 EAST 116 STREET"	1016440122	0
"157 EAST 116 STREET"	1016440124	0
"171 EAST 116 STREET"	1016440129	0
"170 EAST 117 STREET"	1016440146	0
"166 EAST 117 STREET"	1016440147	0
"142 EAST 117 STREET"	1016440156	0
"120 EAST 117 STREET"	1016440164	0
"178 EAST 117 STREET"	1016447501	0
"160 EAST 117 STREET"	1016447502	0
"1661 PARK AVENUE"	1016450001	1
"1665 PARK AVENUE"	1016450003	0
"111 EAST 117 STREET"	1016450005	0
"113 EAST 117 STREET"	1016450006	0
"125 EAST 117 STREET"	1016450007	0
"127 EAST 117 STREET"	1016450012	0
"1894 LEXINGTON AVENUE"	1016450015	0
"147 EAST 117 STREET"	1016450022	0
"151 EAST 117 STREET"	1016450023	0
"153 EAST 117 STREET"	1016450024	0
"171 EAST 117 STREET"	1016450027	0
"173 EAST 117 STREET"	1016450028	0
"175 EAST 117 STREET"	1016450029	0
"179 EAST 117 STREET"	1016450030	0
"181 EAST 117 STREET"	1016450031	0
"183 EAST 117 STREET"	1016450032	0
"2144 3 AVENUE"	1016450033	0
"2148 3 AVENUE"	1016450035	0
"2152 3 AVENUE"	1016450037	0
"2154 3 AVENUE"	1016450038	0
"2156 3 AVENUE"	1016450039	0
"2158 3 AVENUE"	1016450040	0
"170 EAST 118 STREET"	1016450041	0
"166 EAST 118 STREET"	1016450044	0
"162 EAST 118 STREET"	1016450045	0
"152 EAST 118 STREET"	1016450050	0
"1895 LEXINGTON AVENUE"	1016450051	0
"126 EAST 118 STREET"	1016450059	0
"100 EAST 118 STREET"	1016450070	0
"149 EAST 117 STREET"	1016450122	0
"155 EAST 117 STREET"	1016450124	0
"159 EAST 117 STREET"	1016450125	0
"169 EAST 117 STREET"	1016450126	0
"177 EAST 117 STREET"	1016450129	0
"185 EAST 117 STREET"	1016450132	0
"187 EAST 117 STREET"	1016450133	0
"1893 LEXINGTON AVENUE"	1016450151	0
"1891 LEXINGTON AVENUE"	1016450152	0
"1889 LEXINGTON AVENUE"	1016450153	0
"124 EAST 118 STREET"	1016457501	0
"1885 LEXINGTON AVENUE"	1016457502	0
"1711 3 AVENUE"	1016460001	0
"1867 2 AVENUE"	1016460022	0
"1869 2 AVENUE"	1016460023	0
"1871 2 AVENUE"	1016460024	0
"1873 2 AVENUE"	1016460025	0
"1875 2 AVENUE"	1016460028	0
"232 EAST 97 STREET"	1016460030	0
"230 EAST 97 STREET"	1016460031	0
"1865 2 AVENUE"	1016467501	0
"1761 3 AVENUE"	1016470001	0
"1785 3 AVENUE"	1016490001	0
"213 EAST 99 STREET"	1016490009	0
"1851 3 AVENUE"	1016520001	0
"227 EAST 102 STREET"	1016520016	0
"222 EAST 104 STREET"	1016527501	0
"1883 3 AVENUE"	1016540001	0
"1885 3 AVENUE"	1016540002	0
"1887 3 AVENUE"	1016540003	0
"1889 3 AVENUE"	1016540004	0
"203 EAST 104 STREET"	1016540005	0
"217 EAST 104 STREET"	1016540011	0
"2033 2 AVENUE"	1016540025	0
"2035 2 AVENUE"	1016540026	0
"2037 2 AVENUE"	1016540027	0
"2039 2 AVENUE"	1016540028	0
"250 EAST 105 STREET"	1016540029	0
"234 EAST 105 STREET"	1016540033	0
"222 EAST 105 STREET"	1016540039	0
"218 EAST 105 STREET"	1016540040	0
"216 EAST 105 STREET"	1016540041	0
"210 EAST 105 STREET"	1016540042	0
"1891 3 AVENUE"	1016540045	0
"256 EAST 105 STREET"	1016540128	0
"220 EAST 105 STREET"	1016540139	0
"212 EAST 105 STREET"	1016540141	0
"1905 3 AVENUE"	1016550001	0
"1911 3 AVENUE"	1016550003	0
"207 EAST 105 STREET"	1016550005	0
"212 EAST 106 STREET"	1016550007	0
"221 EAST 105 STREET"	1016550009	0
"225 EAST 105 STREET"	1016550011	0
"227 EAST 105 STREET"	1016550012	0
"229 EAST 105 STREET"	1016550013	0
"231 EAST 105 STREET"	1016550014	0
"235 EAST 105 STREET"	1016550015	0
"249 EAST 105 STREET"	1016550019	0
"251 EAST 105 STREET"	1016550020	0
"2049 2 AVENUE"	1016550022	0
"2051 2 AVENUE"	1016550023	0
"2053 2 AVENUE"	1016550024	0
"2057 2 AVENUE"	1016550026	0
"2059 2 AVENUE"	1016550027	0
"2061 2 AVENUE"	1016550028	0
"242 EAST 106 STREET"	1016550029	0
"238 EAST 106 STREET"	1016550031	0
"236 EAST 106 STREET"	1016550032	0
"234 EAST 106 STREET"	1016550033	0
"232 EAST 106 STREET"	1016550034	0
"230 EAST 106 STREET"	1016550035	0
"218 EAST 106 STREET"	1016550038	0
"1915 3 AVENUE"	1016550045	0
"1909 3 AVENUE"	1016550102	0
"2085 2 AVENUE"	1016560001	0
"1967 3 AVENUE"	1016560050	0
"2095 2 AVENUE"	1016560100	0
"1985 3 AVENUE"	1016590001	0
"205 EAST 109 STREET"	1016590012	0
"2121 2 AVENUE"	1016590021	0
"2125 2 AVENUE"	1016590022	0
"2127 2 AVENUE"	1016590023	0
"2129 2 AVENUE"	1016590024	0
"2131 2 AVENUE"	1016590025	0
"2133 2 AVENUE"	1016590026	0
"2135 2 AVENUE"	1016590027	0
"2137 2 AVENUE"	1016590028	0
"246 EAST 110 STREET"	1016590029	0
"242 EAST 110 STREET"	1016590031	0
"2001 3 AVENUE"	1016590045	0
"1999 3 AVENUE"	1016590046	0
"1997 3 AVENUE"	1016590047	0
"1993 3 AVENUE"	1016590048	0
"203 EAST 109 STREET"	1016590105	0
"2123 2 AVENUE"	1016590121	0
"252 EAST 110 STREET"	1016590128	0
"244 EAST 110 STREET"	1016590130	0
"240 EAST 110 STREET"	1016590132	0
"204 EAST 110 STREET"	1016590144	0
"1995 3 AVENUE"	1016590147	0
"2005 3 AVENUE"	1016600001	0
"2009 3 AVENUE"	1016600003	0
"2011 3 AVENUE"	1016600004	0
"207 EAST 110 STREET"	1016600005	0
"209 EAST 110 STREET"	1016600006	0
"211 EAST 110 STREET"	1016600007	0
"213 EAST 110 STREET"	1016600008	0
"215 EAST 110 STREET"	1016600009	0
"221 EAST 110 STREET"	1016600010	0
"245 EAST 110 STREET"	1016600019	0
"251 EAST 110 STREET"	1016600020	0
"2143 2 AVENUE"	1016600022	0
"2145 2 AVENUE"	1016600023	0
"2147 2 AVENUE"	1016600024	0
"2149 2 AVENUE"	1016600025	0
"2151 2 AVENUE"	1016600026	0
"2153 2 AVENUE"	1016600027	0
"2155 2 AVENUE"	1016600028	0
"EAST 111 STREET"	1016600029	0
"242 EAST 111 STREET"	1016600030	0
"238 EAST 111 STREET"	1016600031	1
"232 EAST 111 STREET"	1016600033	0
"222 EAST 111 STREET"	1016600038	0
"220 EAST 111 STREET"	1016600039	0
"218 EAST 111 STREET"	1016600040	0
"216 EAST 111 STREET"	1016600041	0
"214 EAST 111 STREET"	1016600042	0
"212 EAST 111 STREET"	1016600043	0
"210 EAST 111 STREET"	1016600044	0
"2013 3 AVENUE"	1016600045	0
"223 EAST 110 STREET"	1016600110	0
"225 EAST 110 STREET"	1016600111	0
"227 EAST 110 STREET"	1016600112	0
"229 EAST 110 STREET"	1016600113	0
"231 EAST 110 STREET"	1016600114	0
"233 EAST 110 STREET"	1016600115	0
"235 EAST 110 STREET"	1016600116	0
"237 EAST 110 STREET"	1016600117	0
"239 EAST 110 STREET"	1016600118	0
"253 EAST 110 STREET"	1016600120	0
"2141 2 AVENUE"	1016607501	0
"236 EAST 111 STREET"	1016607502	0
"2027 3 AVENUE"	1016610002	0
"2031 3 AVENUE"	1016610004	0
"221 EAST 111 STREET"	1016610010	0
"231 EAST 111 STREET"	1016610015	0
"233 EAST 111 STREET"	1016610016	1
"235 EAST 111 STREET"	1016610017	1
"237 EAST 111 STREET"	1016610018	1
"239 EAST 111 STREET"	1016610019	0
"241 EAST 111 STREET"	1016610020	0
"2161 2 AVENUE"	1016610021	0
"2163 2 AVENUE"	1016610022	0
"2165 2 AVENUE"	1016610023	0
"2167 2 AVENUE"	1016610024	0
"258 EAST 112 STREET"	1016610027	0
"256 EAST 112 STREET"	1016610028	0
"250 EAST 112 STREET"	1016610029	0
"246 EAST 112 STREET"	1016610030	0
"244 EAST 112 STREET"	1016610031	0
"238 EAST 112 STREET"	1016610034	0
"236 EAST 112 STREET"	1016610035	0
"228 EAST 112 STREET"	1016610036	0
"226 EAST 112 STREET"	1016610037	0
"224 EAST 112 STREET"	1016610038	0
"218 EAST 112 STREET"	1016610041	0
"214 EAST 112 STREET"	1016610043	0
"204 EAST 112 STREET"	1016610044	1
"212 EAST 112 STREET"	1016610045	0
"2039 3 AVENUE"	1016610046	0
"2037 3 AVENUE"	1016610047	0
"2035 3 AVENUE"	1016610048	0
"207 EAST 111 STREET"	1016610105	0
"209 EAST 111 STREET"	1016610106	0
"211 EAST 111 STREET"	1016610107	0
"213 EAST 111 STREET"	1016610108	0
"215 EAST 111 STREET"	1016610109	0
"217 EAST 111 STREET"	1016610110	0
"245 EAST 111 STREET"	1016610121	0
"242 EAST 112 STREET"	1016610131	0
"240 EAST 112 STREET"	1016610132	0
"222 EAST 112 STREET"	1016610139	0
"220 EAST 112 STREET"	1016610140	0
"216 EAST 112 STREET"	1016610141	0
"227 EAST 111 STREET"	1016617501	0
"2025 3 AVENUE"	1016617502	0
"225 EAST 111 STREET"	1016617503	0
"2055 3 AVENUE"	1016620001	0
"229 EAST 112 STREET"	1016620010	0
"2185 2 AVENUE"	1016620016	0
"228 EAST 113 STREET"	1016620035	0
"224 EAST 113 STREET"	1016620040	0
"2105 3 AVENUE"	1016650001	0
"2109 3 AVENUE"	1016650002	0
"2111 3 AVENUE"	1016650003	0
"2113 3 AVENUE"	1016650004	0
"205 EAST 115 STREET"	1016650005	0
"209 EAST 115 STREET"	1016650006	0
"211 EAST 115 STREET"	1016650007	0
"213 EAST 115 STREET"	1016650008	0
"217 EAST 115 STREET"	1016650009	0
"219 EAST 115 STREET"	1016650010	0
"223 EAST 115 STREET"	1016650011	0
"225 EAST 115 STREET"	1016650012	0
"227 EAST 115 STREET"	1016650013	0
"229 EAST 115 STREET"	1016650014	0
"231 EAST 115 STREET"	1016650015	0
"233 EAST 115 STREET"	1016650016	0
"235 EAST 115 STREET"	1016650017	0
"237 EAST 115 STREET"	1016650018	0
"239 EAST 115 STREET"	1016650021	0
"241 EAST 115 STREET"	1016650022	0
"2243 2 AVENUE"	1016650023	0
"2245 2 AVENUE"	1016650024	0
"2249 2 AVENUE"	1016650025	0
"2251 2 AVENUE"	1016650027	0
"2255 2 AVENUE"	1016650028	0
"2259 2 AVENUE"	1016650030	0
"242 EAST 116 STREET"	1016650031	0
"238 EAST 116 STREET"	1016650033	1
"234 EAST 116 STREET"	1016650034	1
"232 EAST 116 STREET"	1016650036	0
"228 EAST 116 STREET"	1016650038	1
"226 EAST 116 STREET"	1016650039	0
"224 EAST 116 STREET"	1016650040	0
"222 EAST 116 STREET"	1016650041	0
"220 EAST 116 STREET"	1016650042	0
"218 EAST 116 STREET"	1016650043	0
"216 EAST 116 STREET"	1016650045	0
"208 EAST 116 STREET"	1016650046	0
"206 EAST 116 STREET"	1016650047	0
"2121 3 AVENUE"	1016650048	0
"2119 3 AVENUE"	1016650050	0
"2115 3 AVENUE"	1016650051	0
"2107 3 AVENUE"	1016650101	0
"203 EAST 115 STREET"	1016650104	0
"207 EAST 115 STREET"	1016650105	0
"215 EAST 115 STREET"	1016650108	0
"221 EAST 115 STREET"	1016650110	0
"245 EAST 115 STREET"	1016650122	0
"2253 2 AVENUE"	1016650127	0
"246 EAST 116 STREET"	1016650130	0
"210 EAST 116 STREET"	1016650145	0
"204 EAST 116 STREET"	1016650147	0
"2117 3 AVENUE"	1016650150	0
"2125 3 AVENUE"	1016660001	0
"2127 3 AVENUE"	1016660002	0
"2129 3 AVENUE"	1016660003	0
"2131 3 AVENUE"	1016660004	0
"207 EAST 116 STREET"	1016660005	0
"209 EAST 116 STREET"	1016660006	0
"211 EAST 116 STREET"	1016660007	0
"219 EAST 116 STREET"	1016660008	0
"221 EAST 116 STREET"	1016660009	0
"223 EAST 116 STREET"	1016660010	0
"225 EAST 116 STREET"	1016660011	0
"227 EAST 116 STREET"	1016660012	0
"229 EAST 116 STREET"	1016660013	0
"231 EAST 116 STREET"	1016660014	0
"233 EAST 116 STREET"	1016660015	0
"235 EAST 116 STREET"	1016660016	0
"239 EAST 116 STREET"	1016660017	0
"241 EAST 116 STREET"	1016660018	0
"245 EAST 116 STREET"	1016660019	0
"2261 2 AVENUE"	1016660020	0
"2263 2 AVENUE"	1016660021	0
"2267 2 AVENUE"	1016660022	0
"2269 2 AVENUE"	1016660023	0
"2271 2 AVENUE"	1016660024	0
"250 EAST 117 STREET"	1016660026	0
"244 EAST 117 STREET"	1016660028	1
"242 EAST 117 STREET"	1016660030	0
"236 EAST 117 STREET"	1016660031	0
"228 EAST 117 STREET"	1016660033	0
"220 EAST 117 STREET"	1016660036	0
"218 EAST 117 STREET"	1016660039	0
"216 EAST 117 STREET"	1016660040	0
"212 EAST 117 STREET"	1016660041	0
"210 EAST 117 STREET"	1016660043	0
"208 EAST 117 STREET"	1016660044	0
"2141 3 AVENUE"	1016660045	0
"2135 3 AVENUE"	1016660047	0
"2133 3 AVENUE"	1016660048	0
"203 EAST 116 STREET"	1016660104	0
"205 EAST 116 STREET"	1016660105	0
