word	time	filler
"217 EAST 116 STREET"	1016660107	0
"237 EAST 116 STREET"	1016660116	0
"243 EAST 116 STREET"	1016660118	0
"247 EAST 116 STREET"	1016660119	0
"249 EAST 116 STREET"	1016660120	0
"2265 2 AVENUE"	1016660121	0
"248 EAST 117 STREET"	1016660127	0
"206 EAST 117 STREET"	1016660144	0
"2143 3 AVENUE"	1016670001	0
"2149 3 AVENUE"	1016670003	0
"205 EAST 117 STREET"	1016670005	0
"209 EAST 117 STREET"	1016670006	0
"211 EAST 117 STREET"	1016670007	0
"213 EAST 117 STREET"	1016670008	0
"215 EAST 117 STREET"	1016670009	1
"221 EAST 117 STREET"	1016670011	0
"223 EAST 117 STREET"	1016670012	0
"231 EAST 117 STREET"	1016670016	1
"235 EAST 117 STREET"	1016670018	1
"245 EAST 117 STREET"	1016670020	0
"2283 2 AVENUE"	1016670021	0
"2287 2 AVENUE"	1016670022	0
"2291 2 AVENUE"	1016670024	0
"291 1/2 2 AVENUE"	1016670025	0
"2293 2 AVENUE"	1016670026	0
"2295 2 AVENUE"	1016670028	0
"238 EAST 118 STREET"	1016670029	0
"236 EAST 118 STREET"	1016670031	0
"234 EAST 118 STREET"	1016670032	0
"228 EAST 118 STREET"	1016670034	0
"224 EAST 118 STREET"	1016670036	0
"220 EAST 118 STREET"	1016670037	0
"216 EAST 118 STREET"	1016670039	1
"210 EAST 118 STREET"	1016670042	0
"208 EAST 118 STREET"	1016670043	0
"2151 3 AVENUE"	1016670045	0
"2147 3 AVENUE"	1016670102	0
"207 EAST 117 STREET"	1016670105	0
"247 EAST 117 STREET"	1016670120	0
"232 EAST 118 STREET"	1016677501	0
"1860 2 AVENUE"	1016680001	0
"1880 2 AVENUE"	1016690001	0
"301 EAST 99 STREET"	1016710001	0
"1924 2 AVENUE"	1016710003	0
"341 EAST 99 STREET"	1016710020	0
"1933 1 AVENUE"	1016710023	0
"1937 1 AVENUE"	1016710025	0
"1943 1 AVENUE"	1016710027	0
"1949 1 AVENUE"	1016710030	0
"326 EAST 100 STREET"	1016710031	0
"314 EAST 100 STREET"	1016710039	0
"1932 2 AVENUE"	1016710051	0
"1928 2 AVENUE"	1016710052	0
"1952 2 AVENUE"	1016720001	0
"313 EAST 100 STREET"	1016720010	0
"1951 1 AVENUE"	1016720017	0
"306 EAST 100 STREET"	1016720101	0
"1968 2 AVENUE"	1016730001	0
"1974 2 AVENUE"	1016730004	0
"307 EAST 101 STREET"	1016730006	0
"1982 2 AVENUE"	1016730049	0
"1980 2 AVENUE"	1016730050	0
"1978 2 AVENUE"	1016730051	0
"1976 2 AVENUE"	1016730052	0
"325 EAST 101 STREET"	1016737501	0
"1984 2 AVENUE"	1016740001	0
"1986 2 AVENUE"	1016740002	0
"1988 2 AVENUE"	1016740003	0
"1990 2 AVENUE"	1016740004	0
"315 EAST 102 STREET"	1016740010	0
"1998 2 AVENUE"	1016740049	0
"1996 2 AVENUE"	1016740050	0
"2 AVENUE"	1016740051	0
"1992 2 AVENUE"	1016740052	0
"303 EAST 102 STREET"	1016740104	0
"333 EAST 102 STREET"	1016747501	0
"2000 2 AVENUE"	1016750001	0
"2002 2 AVENUE"	1016750002	0
"2004 2 AVENUE"	1016750003	0
"2006 2 AVENUE"	1016750004	0
"303 EAST 103 STREET"	1016750005	0
"311 EAST 103 STREET"	1016750009	0
"313 EAST 103 STREET"	1016750010	0
"315 EAST 103 STREET"	1016750011	0
"327 EAST 103 STREET"	1016750017	0
"331 EAST 103 STREET"	1016750019	0
"345 EAST 103 STREET"	1016750021	0
"347 EAST 103 STREET"	1016750022	0
"2001 1 AVENUE"	1016750023	0
"2011 1 AVENUE"	1016750027	0
"2015 1 AVENUE"	1016750029	0
"2017 1 AVENUE"	1016750030	0
"346 EAST 104 STREET"	1016750031	0
"344 EAST 104 STREET"	1016750032	0
"342 EAST 104 STREET"	1016750033	0
"322 EAST 104 STREET"	1016750043	0
"320 EAST 104 STREET"	1016750044	0
"318 EAST 104 STREET"	1016750045	0
"316 EAST 104 STREET"	1016750046	0
"314 EAST 104 STREET"	1016750047	0
"312 EAST 104 STREET"	1016750048	0
"2018 2 AVENUE"	1016750049	0
"2016 2 AVENUE"	1016750050	0
"2014 2 AVENUE"	1016750051	0
"2012 2 AVENUE"	1016750052	0
"301 EAST 103 STREET"	1016750104	0
"302 EAST 104 STREET"	1016750148	0
"2024 2 AVENUE"	1016760001	0
"2026 2 AVENUE"	1016760002	0
"2028 2 AVENUE"	1016760003	0
"2030 2 AVENUE"	1016760004	0
"305 EAST 104 STREET"	1016760005	0
"307 EAST 104 STREET"	1016760006	0
"309 EAST 104 STREET"	1016760007	0
"313 EAST 104 STREET"	1016760009	0
"315 EAST 104 STREET"	1016760010	0
"325 EAST 104 STREET"	1016760011	0
"337 EAST 104 STREET"	1016760017	0
"339 EAST 104 STREET"	1016760018	0
"341 EAST 104 STREET"	1016760019	0
"345 EAST 104 STREET"	1016760020	0
"347 EAST 104 STREET"	1016760022	0
"2025 1 AVENUE"	1016760026	0
"2029 1 AVENUE"	1016760028	0
"2033 1 AVENUE"	1016760030	0
"346 EAST 105 STREET"	1016760031	0
"344 EAST 105 STREET"	1016760032	0
"340 EAST 105 STREET"	1016760034	0
"336 EAST 105 STREET"	1016760035	0
"334 EAST 105 STREET"	1016760036	0
"314 EAST 105 STREET"	1016760043	0
"312 EAST 105 STREET"	1016760044	0
"310 EAST 105 STREET"	1016760045	0
"304 EAST 105 STREET"	1016760048	0
"2038 2 AVENUE"	1016760049	0
"2036 2 AVENUE"	1016760050	0
"2034 2 AVENUE"	1016760051	0
"2032 2 AVENUE"	1016760052	0
"303 EAST 104 STREET"	1016760104	0
"349 EAST 104 STREET"	1016760123	0
"302 EAST 105 STREET"	1016760148	0
"311 EAST 104 STREET"	1016767501	0
"308 EAST 105 STREET"	1016767502	0
"306 EAST 105 STREET"	1016767503	0
"2019 1 AVENUE"	1016767504	0
"2027 1 AVENUE"	1016767505	0
"2050 2 AVENUE"	1016770001	0
"305 EAST 105 STREET"	1016770005	0
"311 EAST 105 STREET"	1016770008	0
"315 EAST 105 STREET"	1016770009	0
"335 EAST 105 STREET"	1016770014	0
"347 EAST 105 STREET"	1016770022	0
"2035 1 AVENUE"	1016770023	0
"2037 1 AVENUE"	1016770024	0
"2039 1 AVENUE"	1016770025	0
"2041 1 AVENUE"	1016770026	0
"2043 1 AVENUE"	1016770029	0
"346 EAST 106 STREET"	1016770031	0
"344 EAST 106 STREET"	1016770032	0
"340 EAST 106 STREET"	1016770033	0
"338 EAST 106 STREET"	1016770035	0
"336 EAST 106 STREET"	1016770036	0
"334 EAST 106 STREET"	1016770037	0
"332 EAST 106 STREET"	1016770038	0
"330 EAST 106 STREET"	1016770039	0
"328 EAST 106 STREET"	1016770040	1
"318 EAST 106 STREET"	1016770041	1
"314 EAST 106 STREET"	1016770042	0
"312 EAST 106 STREET"	1016770044	1
"310 EAST 106 STREET"	1016770045	0
"308 EAST 106 STREET"	1016770046	0
"306 EAST 106 STREET"	1016770047	0
"2062 2 AVENUE"	1016770049	0
"2060 2 AVENUE"	1016770050	0
"2058 2 AVENUE"	1016770051	0
"2056 2 AVENUE"	1016770052	0
"307 EAST 105 STREET"	1016777501	0
"309 EAST 105 STREET"	1016777502	0
"319 EAST 105 STREET"	1016777503	0
"2086 2 AVENUE"	1016780001	0
"2100 2 AVENUE"	1016800001	0
"2 AVENUE"	1016800002	0
"2 AVENUE"	1016800003	0
"315 EAST 108 STREET"	1016800011	0
"321 EAST 108 STREET"	1016800013	0
"323 EAST 108 STREET"	1016800015	0
"327 EAST 108 STREET"	1016800017	0
"331 EAST 108 STREET"	1016800019	0
"335 EAST 108 STREET"	1016800021	0
"2105 1 AVENUE"	1016800023	0
"2109 1 AVENUE"	1016800025	0
"2113 1 AVENUE"	1016800027	0
"2119 1 AVENUE"	1016800030	0
"334 EAST 109 STREET"	1016800032	0
"332 EAST 109 STREET"	1016800037	0
"326 EAST 109 STREET"	1016800040	0
"324 EAST 109 STREET"	1016800041	0
"322 EAST 109 STREET"	1016800042	0
"320 EAST 109 STREET"	1016800043	0
"EAST 109 STREET"	1016800044	0
"314 EAST 109 STREET"	1016800045	0
"310 EAST 109 STREET"	1016800048	0
"2118 2 AVENUE"	1016800049	0
"2112 2 AVENUE"	1016800050	0
"2108 2 AVENUE"	1016800052	0
"308 EAST 109 STREET"	1016800148	0
"305 EAST 108 STREET"	1016807501	0
"330 EAST 109 STREET"	1016807502	0
"2122 2 AVENUE"	1016810001	0
"2124 2 AVENUE"	1016810002	0
"2126 2 AVENUE"	1016810003	0
"2128 2 AVENUE"	1016810004	0
"305 EAST 109 STREET"	1016810005	0
"307 EAST 109 STREET"	1016810006	0
"311 EAST 109 STREET"	1016810007	1
"317 EAST 109 STREET"	1016810011	0
"325 EAST 109 STREET"	1016810013	0
"327 EAST 109 STREET"	1016810014	0
"329 EAST 109 STREET"	1016810015	0
"331 EAST 109 STREET"	1016810016	0
"341 EAST 109 STREET"	1016810020	0
"343 EAST 109 STREET"	1016810021	0
"345 EAST 109 STREET"	1016810022	0
"2121 1 AVENUE"	1016810023	0
"2123 1 AVENUE"	1016810024	0
"2125 1 AVENUE"	1016810025	0
"2127 1 AVENUE"	1016810026	0
"2129 1 AVENUE"	1016810027	0
"2131 1 AVENUE"	1016810028	0
"2133 1 AVENUE"	1016810029	0
"2135 1 AVENUE"	1016810030	0
"344 EAST 110 STREET"	1016810031	0
"336 EAST 110 STREET"	1016810035	0
"334 EAST 110 STREET"	1016810036	0
"326 EAST 110 STREET"	1016810037	0
"323 EAST 109 STREET"	1016810041	0
"320 EAST 110 STREET"	1016810042	0
"312 EAST 110 STREET"	1016810045	0
"306 EAST 110 STREET"	1016810046	0
"2130 2 AVENUE"	1016810052	0
"303 EAST 109 STREET"	1016810104	0
"347 EAST 109 STREET"	1016810123	0
"304 EAST 110 STREET"	1016810149	0
"2132 2 AVENUE"	1016817501	0
"342 EAST 110 STREET"	1016817502	0
"333 EAST 109 STREET"	1016817503	0
"2146 2 AVENUE"	1016820001	0
"2148 2 AVENUE"	1016820002	0
"2150 2 AVENUE"	1016820003	0
"2152 2 AVENUE"	1016820004	0
"305 EAST 110 STREET"	1016820005	0
"307 EAST 110 STREET"	1016820006	0
"309 EAST 110 STREET"	1016820007	0
"EAST 110 STREET"	1016820011	0
"302 EAST 111 STREET"	1016820046	0
"2160 2 AVENUE"	1016820049	0
"2158 2 AVENUE"	1016820050	0
"2156 2 AVENUE"	1016820051	1
"2154 2 AVENUE"	1016820052	0
"2162 2 AVENUE"	1016830001	0
"2164 2 AVENUE"	1016830002	0
"2166 2 AVENUE"	1016830003	0
"2168 2 AVENUE"	1016830004	0
"305 EAST 111 STREET"	1016830005	0
"307 EAST 111 STREET"	1016830006	0
"309 EAST 111 STREET"	1016830007	0
"311 EAST 111 STREET"	1016830008	0
"315 EAST 111 STREET"	1016830010	0
"321 EAST 111 STREET"	1016830013	0
"2153 1 AVENUE"	1016830018	0
"2157 1 AVENUE"	1016830026	0
"2159 1 AVENUE"	1016830027	0
"2163 1 AVENUE"	1016830029	0
"2165 1 AVENUE"	1016830030	0
"344 EAST 112 STREET"	1016830031	0
"340 EAST 112 STREET"	1016830033	0
"336 EAST 112 STREET"	1016830034	0
"334 EAST 112 STREET"	1016830036	0
"328 EAST 112 STREET"	1016830039	0
"318 EAST 112 STREET"	1016830043	0
"314 EAST 112 STREET"	1016830044	0
"310 EAST 112 STREET"	1016830045	0
"306 EAST 112 STREET"	1016830047	0
"2176 2 AVENUE"	1016830049	0
"2174 2 AVENUE"	1016830050	0
"2172 2 AVENUE"	1016830051	0
"2170 2 AVENUE"	1016830052	0
"303 EAST 111 STREET"	1016830104	0
"348 EAST 112 STREET"	1016830130	0
"304 EAST 112 STREET"	1016830149	0
"324 EAST 112 STREET"	1016837501	0
"317 EAST 111 STREET"	1016837502	0
"310 EAST 115 STREET"	1016840001	0
"2188 2 AVENUE"	1016840101	0
"2240 2 AVENUE"	1016870001	0
"2242 2 AVENUE"	1016870002	0
"2246 2 AVENUE"	1016870003	0
"2248 2 AVENUE"	1016870004	0
"309 EAST 115 STREET"	1016870005	0
"313 EAST 115 STREET"	1016870008	0
"315 EAST 115 STREET"	1016870009	0
"319 EAST 115 STREET"	1016870011	1
"325 EAST 115 STREET"	1016870014	0
"331 EAST 115 STREET"	1016870017	0
"337 EAST 115 STREET"	1016870019	0
"339 EAST 115 STREET"	1016870021	0
"341 EAST 115 STREET"	1016870022	0
"2239 1 AVENUE"	1016870023	0
"2241 1 AVENUE"	1016870024	0
"2245 1 AVENUE"	1016870025	0
"2247 1 AVENUE"	1016870026	0
"2249 1 AVENUE"	1016870027	0
"2253 1 AVENUE"	1016870028	0
"2257 1 AVENUE"	1016870030	0
"352 EAST 116 STREET"	1016870031	0
"350 EAST 116 STREET"	1016870032	0
"346 EAST 116 STREET"	1016870033	0
"342 EAST 116 STREET"	1016870034	0
"340 EAST 116 STREET"	1016870035	0
"336 EAST 116 STREET"	1016870036	0
"334 EAST 116 STREET"	1016870037	0
"326 EAST 116 STREET"	1016870038	0
"324 EAST 116 STREET"	1016870040	0
"322 EAST 116 STREET"	1016870041	0
"318 EAST 116 STREET"	1016870042	0
"316 EAST 116 STREET"	1016870043	0
"312 EAST 116 STREET"	1016870044	0
"310 EAST 116 STREET"	1016870045	0
"308 EAST 116 STREET"	1016870046	0
"306 EAST 116 STREET"	1016870047	0
"2256 2 AVENUE"	1016870049	0
"2254 2 AVENUE"	1016870051	0
"2250 2 AVENUE"	1016870052	0
"2244 2 AVENUE"	1016870102	0
"305 EAST 115 STREET"	1016870104	0
"343 EAST 115 STREET"	1016870123	0
"2243 1 AVENUE"	1016870124	0
"2251 1 AVENUE"	1016870127	0
"356 EAST 116 STREET"	1016870129	0
"354 EAST 116 STREET"	1016870130	0
"348 EAST 116 STREET"	1016870132	0
"344 EAST 116 STREET"	1016870133	0
"338 EAST 116 STREET"	1016870135	0
"332 EAST 116 STREET"	1016870137	0
"304 EAST 116 STREET"	1016870149	0
"2252 2 AVENUE"	1016870151	0
"2262 2 AVENUE"	1016880001	0
"2264 2 AVENUE"	1016880002	0
"321 EAST 116 STREET"	1016880011	0
"323 EAST 116 STREET"	1016880012	0
"327 EAST 116 STREET"	1016880013	0
"331 EAST 116 STREET"	1016880014	0
"333 EAST 116 STREET"	1016880015	0
"337 EAST 116 STREET"	1016880016	0
"339 EAST 116 STREET"	1016880017	0
"341 EAST 116 STREET"	1016880018	0
"343 EAST 116 STREET"	1016880019	0
"345 EAST 116 STREET"	1016880020	0
"349 EAST 116 STREET"	1016880021	0
"353 EAST 116 STREET"	1016880022	0
"2261 1 AVENUE"	1016880023	0
"2265 1 AVENUE"	1016880025	0
"2267 1 AVENUE"	1016880026	0
"2269 1 AVENUE"	1016880030	0
"338 EAST 117 STREET"	1016880034	0
"336 EAST 117 STREET"	1016880035	0
"334 EAST 117 STREET"	1016880036	0
"332 EAST 117 STREET"	1016880037	0
"330 EAST 117 STREET"	1016880038	0
"328 EAST 117 STREET"	1016880039	0
"326 EAST 117 STREET"	1016880040	1
"322 EAST 117 STREET"	1016880042	1
"318 EAST 117 STREET"	1016880043	0
"316 EAST 117 STREET"	1016880044	1
"307 EAST 117 STREET"	1016880045	0
"2274 2 AVENUE"	1016880050	0
"2272 2 AVENUE"	1016880052	0
"2270 2 AVENUE"	1016880053	0
"319 EAST 116 STREET"	1016880110	0
"325 EAST 116 STREET"	1016880112	0
"329 EAST 116 STREET"	1016880113	0
"335 EAST 116 STREET"	1016880115	0
"347 EAST 116 STREET"	1016880120	0
"351 EAST 116 STREET"	1016880121	0
"355 EAST 116 STREET"	1016880122	0
"2282 2 AVENUE"	1016890001	0
"2284 2 AVENUE"	1016890002	0
"2288 2 AVENUE"	1016890004	0
"305 EAST 117 STREET"	1016890005	0
"2277 1 AVENUE"	1016890023	0
"2279 1 AVENUE"	1016890024	0
"2281 1 AVENUE"	1016890025	0
"2283 1 AVENUE"	1016890026	0
"2287 1 AVENUE"	1016890027	0
"2293 1 AVENUE"	1016890030	0
"308 EAST 118 STREET"	1016890046	0
"306 EAST 118 STREET"	1016890047	0
"2296 2 AVENUE"	1016890049	0
"2294 2 AVENUE"	1016890050	0
"2292 2 AVENUE"	1016890051	0
"2290 2 AVENUE"	1016890052	0
"2285 1 AVENUE"	1016890126	0
"314 EAST 118 STREET"	1016890129	0
"312 EAST 118 STREET"	1016890130	0
"304 EAST 118 STREET"	1016890149	0
"1860 1 AVENUE"	1016900001	0
"F D R DRIVE"	1016900010	0
"1880 1 AVENUE"	1016910001	0
"F D R DRIVE"	1016910006	0
"410 EAST 100 STREET"	1016930001	0
"F D R DRIVE"	1016930030	0
"430 EAST 100 STREET"	1016940001	0
"455 EAST 102 STREET"	1016940003	0
"1962 1 AVENUE"	1016940005	0
"1940 1 AVENUE"	1016940007	0
"F D R DRIVE"	1016940051	0
"F D R DRIVE"	1016950051	0
"1980 1 AVENUE"	1016960001	0
"F D R DRIVE"	1016960051	0
"F D R DRIVE"	1016960100	0
"2040 1 AVENUE"	1016990001	0
"F D R DRIVE"	1016990064	0
"421 EAST 106 STREET"	1017000001	0
"275 F D R DRIVE"	1017000058	0
"2070 1 AVENUE"	1017010001	0
"F D R DRIVE"	1017010029	0
"F D R DRIVE"	1017010049	0
"F D R DRIVE"	1017020022	0
"F D R DRIVE"	1017030128	0
"2140 1 AVENUE"	1017040001	0
"1 AVENUE"	1017040002	0
"2158 1 AVENUE"	1017050001	0
"F D R DRIVE"	1017050021	0
"2222 1 AVENUE"	1017080001	0
"2224 1 AVENUE"	1017080002	0
"2226 1 AVENUE"	1017080003	0
"405 EAST 114 STREET"	1017080004	0
"407 EAST 114 STREET"	1017080005	0
"411 EAST 114 STREET"	1017080007	1
"413 EAST 114 STREET"	1017080008	1
"417 EAST 114 STREET"	1017080010	1
"419 EAST 114 STREET"	1017080011	1
"421 EAST 114 STREET"	1017080012	0
"423 EAST 114 STREET"	1017080013	1
"425 EAST 114 STREET"	1017080014	0
"427 EAST 114 STREET"	1017080015	0
"429 EAST 114 STREET"	1017080016	0
"431 EAST 114 STREET"	1017080017	0
"433 EAST 114 STREET"	1017080018	0
"435 EAST 114 STREET"	1017080019	0
"437 EAST 114 STREET"	1017080020	0
"265 PLEASANT AVENUE"	1017080022	0
"271 PLEASANT AVENUE"	1017080024	0
"275 PLEASANT AVENUE"	1017080025	0
"279 PLEASANT AVENUE"	1017080026	0
"464 EAST 115 STREET"	1017080027	0
"462 EAST 115 STREET"	1017080028	0
"448 EAST 115 STREET"	1017080029	0
"446 EAST 115 STREET"	1017080030	0
"442 EAST 115 STREET"	1017080031	0
"440 EAST 115 STREET"	1017080033	0
"434 EAST 115 STREET"	1017080034	0
"426 EAST 115 STREET"	1017080036	0
"424 EAST 115 STREET"	1017080038	0
"422 EAST 115 STREET"	1017080039	0
"420 EAST 115 STREET"	1017080040	0
"418 EAST 115 STREET"	1017080041	0
"416 EAST 115 STREET"	1017080042	0
"410 EAST 115 STREET"	1017080043	0
"2234 1 AVENUE"	1017080045	0
"2232 1 AVENUE"	1017080048	0
"451 EAST 114 STREET"	1017080120	0
"453 EAST 114 STREET"	1017080121	0
"273 PLEASANT AVENUE"	1017080124	0
"277 PLEASANT AVENUE"	1017080125	0
"460 EAST 115 STREET"	1017080128	0
"450 EAST 115 STREET"	1017080129	0
"438 EAST 115 STREET"	1017080133	0
"414 EAST 115 STREET"	1017080142	0
"2240 1 AVENUE"	1017090001	0
"2242 1 AVENUE"	1017090002	0
"2244 1 AVENUE"	1017090003	0
"2246 1 AVENUE"	1017090004	0
"408 EAST 116 STREET"	1017090005	0
"415 EAST 115 STREET"	1017090007	0
"423 EAST 115 STREET"	1017090010	0
"429 EAST 115 STREET"	1017090013	0
"433 EAST 115 STREET"	1017090015	0
"438 EAST 116 STREET"	1017090016	0
"475 EAST 115 STREET"	1017090020	0
"281 PLEASANT AVENUE"	1017090021	0
"285 PLEASANT AVENUE"	1017090022	0
"289 PLEASANT AVENUE"	1017090023	0
"291 PLEASANT AVENUE"	1017090024	1
"293 PLEASANT AVENUE"	1017090025	0
"295 PLEASANT AVENUE"	1017090026	0
"297 PLEASANT AVENUE"	1017090027	0
"443 EAST 115 STREET"	1017090031	0
"436 EAST 116 STREET"	1017090034	0
"432 EAST 116 STREET"	1017090035	0
"428 EAST 116 STREET"	1017090036	0
"424 EAST 116 STREET"	1017090038	0
"422 EAST 116 STREET"	1017090039	0
"416 EAST 116 STREET"	1017090040	0
"414 EAST 116 STREET"	1017090042	0
"2254 1 AVENUE"	1017090045	0
"2252 1 AVENUE"	1017090046	0
"2250 1 AVENUE"	1017090047	0
"2248 1 AVENUE"	1017090048	0
"409 EAST 115 STREET"	1017090104	0
"427 EAST 115 STREET"	1017090111	0
"287 PLEASANT AVENUE"	1017090122	0
"420 EAST 116 STREET"	1017090139	0
"412 EAST 116 STREET"	1017090142	0
"2258 1 AVENUE"	1017100001	0
"2260 1 AVENUE"	1017100002	0
"2264 1 AVENUE"	1017100003	0
"2266 1 AVENUE"	1017100004	0
"407 EAST 116 STREET"	1017100006	0
"409 EAST 116 STREET"	1017100007	0
"411 EAST 116 STREET"	1017100008	0
"415 EAST 116 STREET"	1017100009	0
"417 EAST 116 STREET"	1017100010	0
"419 EAST 116 STREET"	1017100011	0
"421 EAST 116 STREET"	1017100012	0
"437 EAST 116 STREET"	1017100017	0
"439 EAST 116 STREET"	1017100018	0
"441 EAST 116 STREET"	1017100019	0
"447 EAST 116 STREET"	1017100021	0
"451 EAST 116 STREET"	1017100022	0
"455 EAST 116 STREET"	1017100024	0
"307 PLEASANT AVENUE"	1017100026	0
"311 PLEASANT AVENUE"	1017100027	0
"315 PLEASANT AVENUE"	1017100029	0
"446 EAST 117 STREET"	1017100031	0
"442 EAST 117 STREET"	1017100033	0
"428 EAST 117 STREET"	1017100036	0
"424 EAST 117 STREET"	1017100039	0
"420 EAST 117 STREET"	1017100040	0
"414 EAST 117 STREET"	1017100043	0
"410 EAST 117 STREET"	1017100044	0
"408 EAST 117 STREET"	1017100045	0
"404 EAST 117 STREET"	1017100046	0
"2274 1 AVENUE"	1017100047	0
"2272 1 AVENUE"	1017100048	0
"2270 1 AVENUE"	1017100049	0
"2268 1 AVENUE"	1017100050	0
"2262 1 AVENUE"	1017100102	0
"405 EAST 116 STREET"	1017100104	0
"413 EAST 116 STREET"	1017100108	0
"422 EAST 117 STREET"	1017100139	0
"412 EAST 117 STREET"	1017100143	0
"406 EAST 117 STREET"	1017100145	0
"440 EAST 117 STREET"	1017107501	0
"450 EAST 117 STREET"	1017107502	0
"416 EAST 117 STREET"	1017107503	0
"2278 1 AVENUE"	1017110001	0
"2284 1 AVENUE"	1017110004	0
"405 EAST 117 STREET"	1017110005	0
"409 EAST 117 STREET"	1017110006	0
"413 EAST 117 STREET"	1017110007	0
"415 EAST 117 STREET"	1017110008	0
"417 EAST 117 STREET"	1017110009	0
"419 EAST 117 STREET"	1017110010	0
"421 EAST 117 STREET"	1017110011	0
"425 EAST 117 STREET"	1017110012	0
"429 EAST 117 STREET"	1017110013	0
"433 EAST 117 STREET"	1017110015	0
"447 EAST 117 STREET"	1017110019	0
"449 EAST 117 STREET"	1017110020	0
"455 EAST 117 STREET"	1017110021	0
"321 PLEASANT AVENUE"	1017110022	0
"323 PLEASANT AVENUE"	1017110023	0
"325 PLEASANT AVENUE"	1017110024	0
"327 PLEASANT AVENUE"	1017110025	0
"329 PLEASANT AVENUE"	1017110026	0
"331 PLEASANT AVENUE"	1017110027	0
"335 PLEASANT AVENUE"	1017110028	0
"337 PLEASANT AVENUE"	1017110029	0
"446 EAST 118 STREET"	1017110030	0
"444 EAST 118 STREET"	1017110031	0
"440 EAST 118 STREET"	1017110032	0
"434 EAST 118 STREET"	1017110033	0
"424 EAST 118 STREET"	1017110038	0
"422 EAST 118 STREET"	1017110039	0
"420 EAST 118 STREET"	1017110040	0
"416 EAST 118 STREET"	1017110041	0
"414 EAST 118 STREET"	1017110042	0
"410 EAST 118 STREET"	1017110043	0
"406 EAST 118 STREET"	1017110044	0
"402 EAST 118 STREET"	1017110045	0
"2294 1 AVENUE"	1017110046	0
"2292 1 AVENUE"	1017110047	0
"2290 1 AVENUE"	1017110048	0
"407 EAST 117 STREET"	1017110105	0
"423 EAST 117 STREET"	1017110111	0
"427 EAST 117 STREET"	1017110112	0
"451 EAST 117 STREET"	1017110120	0
"453 EAST 117 STREET"	1017110121	0
"EAST 118 STREET"	1017110125	0
"333 PLEASANT AVENUE"	1017110127	0
"452 EAST 118 STREET"	1017110128	0
"450 EAST 118 STREET"	1017110129	0
"448 EAST 118 STREET"	1017110130	0
"442 EAST 118 STREET"	1017110132	0
"418 EAST 118 STREET"	1017110140	0
"412 EAST 118 STREET"	1017110142	0
"408 EAST 118 STREET"	1017110143	0
"404 EAST 118 STREET"	1017110144	0
"400A EAST 118 STREET"	1017110145	0
"2288 1 AVENUE"	1017110148	0
"435 EAST 117 STREET"	1017117501	0
"260 PLEASANT AVENUE"	1017130001	0
"PLEASANT AVENUE"	1017130038	0
"302 PLEASANT AVENUE"	1017150001	0
"304 PLEASANT AVENUE"	1017150002	0
"306 PLEASANT AVENUE"	1017150003	0
"308 PLEASANT AVENUE"	1017150004	0
"503 EAST 116 STREET"	1017150005	0
"505 EAST 116 STREET"	1017150007	0
"545 EAST 116 STREET"	1017150022	0
"510 EAST 117 STREET"	1017150046	0
"508 EAST 117 STREET"	1017150047	0
"318 PLEASANT AVENUE"	1017150048	0
"316 PLEASANT AVENUE"	1017150049	0
"314 PLEASANT AVENUE"	1017150050	0
"310 PLEASANT AVENUE"	1017150051	0
"312 PLEASANT AVENUE"	1017150150	0
"320 PLEASANT AVENUE"	1017160001	0
"322 PLEASANT AVENUE"	1017160003	0
"509 EAST 117 STREET"	1017160005	0
"520 EAST 117 STREET"	1017160008	0
"561 EAST 117 STREET"	1017160028	0
"504 EAST 118 STREET"	1017160047	0
"502 EAST 118 STREET"	1017160048	0
"328 PLEASANT AVENUE"	1017160049	0
"326 PLEASANT AVENUE"	1017160050	0
"324 PLEASANT AVENUE"	1017160051	0
"1460 5 AVENUE"	1017170033	0
"1480 5 AVENUE"	1017180033	0
"1484 5 AVENUE"	1017180034	0
"1486 5 AVENUE"	1017180035	0
"1488 5 AVENUE"	1017180036	0
"2 WEST 120 STREET"	1017180037	0
"2000 5 AVENUE"	1017220033	0
"2004 5 AVENUE"	1017220035	0
"2008 5 AVENUE"	1017220036	0
"2010 5 AVENUE"	1017220037	0
"2014 5 AVENUE"	1017220038	0
"2018 5 AVENUE"	1017220039	0
"2006 5 AVENUE"	1017220135	0
"2012 5 AVENUE"	1017220137	0
"1 WEST 125 STREET"	1017230033	0
"2032 5 AVENUE"	1017230037	0
"2036 5 AVENUE"	1017230038	0
"2038 5 AVENUE"	1017230039	0
"2040 5 AVENUE"	1017230040	0
"2034 5 AVENUE"	1017230137	0
"2042 5 AVENUE"	1017240033	0
"2050 5 AVENUE"	1017240036	0
"2056 5 AVENUE"	1017247503	0
"2060 5 AVENUE"	1017250033	0
"2064 5 AVENUE"	1017250035	0
"2066 5 AVENUE"	1017250036	0
"2072 5 AVENUE"	1017250038	0
"2074 5 AVENUE"	1017250039	0
"2076 5 AVENUE"	1017250040	0
"2070 5 AVENUE"	1017250137	0
"2068 5 AVENUE"	1017257503	0
"2066 5 AVENUE"	1017257505	0
"5 AVENUE"	1017260033	0
"2080 5 AVENUE"	1017260034	0
"2084 5 AVENUE"	1017260035	0
"2086 5 AVENUE"	1017260036	0
"2094 5 AVENUE"	1017260037	0
"2096 5 AVENUE"	1017260039	0
